codigo_ocorrencia,ocorrencia_pais,ocorrencia_cidade,ocorrencia_uf,ocorrencia_classificacao,ocorrencia_longitude,ocorrencia_latitude,ocorrencia_tipo_categoria
83780,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,COLISÃO COM AVE
83779,BRASIL,MANAUS,AM,INCIDENTE,-60.05055556,-30.41111111,COLISÃO COM AVE
83778,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83776,BRASIL,TAUÁ,CE,INCIDENTE GRAVE,-40.36388889,-62.10277778,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83775,BRASIL,BARREIRAS,BA,ACIDENTE,-45.03361111,-12.16277778,CONTATO ANORMAL COM A PISTA |
83774,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83773,BRASIL,BELÉM,PA,INCIDENTE,-48.47888889,-13.84722222,OUTROS | POUSO EM LOCAL NÃO PREVISTO
83772,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,COLISÃO COM AVE
83771,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.16944444,-29.99472222,COLISÃO COM AVE
83770,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83769,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.22111111,-16.63250000,COLISÃO COM AVE
83768,BRASIL,RIO BRANCO,AC,INCIDENTE,-67.89805556,,COLISÃO COM AVE
83767,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83766,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83765,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83764,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83763,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83762,BRASIL,PORTO SEGURO,BA,INCIDENTE,-39.07777778,-16.43805556,COLISÃO COM AVE
83761,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83760,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83759,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83758,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83757,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83756,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83755,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,COLISÃO COM AVE
83754,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,COLISÃO COM AVE
83753,BRASIL,JOINVILLE,SC,INCIDENTE,-48.79777778,-26.22305556,COLISÃO COM AVE
83752,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83751,BRASIL,JOINVILLE,SC,INCIDENTE,-48.79777778,-26.22305556,COLISÃO COM AVE
83750,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83749,BRASIL,JOÃO PESSOA,PB,INCIDENTE,-34.95027778,-71.48333333,COLISÃO COM AVE
83748,BRASIL,VÁRZEA GRANDE,MT,INCIDENTE,-56.11750000,-15.65000000,COLISÃO COM AVE
83747,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83746,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83745,BRASIL,VÁRZEA GRANDE,MT,INCIDENTE,-56.11750000,-15.65000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83744,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83743,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,CONTATO ANORMAL COM A PISTA |
83742,BRASIL,JABOTICATUBAS,MG,ACIDENTE,-43.90055556,-19.45083333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83741,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83740,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83738,BRASIL,MANAUS,AM,INCIDENTE,-60.05055556,-30.41111111,COLISÃO COM AVE
83737,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,COLISÃO COM AVE
83736,BRASIL,JOINVILLE,SC,INCIDENTE,-48.79777778,-26.22305556,COLISÃO COM AVE
83735,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,COLISÃO COM AVE
83734,BRASIL,MACAPÁ,AP,INCIDENTE,-51.07222222,,COLISÃO COM FAUNA
83733,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM FAUNA
83732,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83731,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM FAUNA
83730,BRASIL,JOINVILLE,SC,INCIDENTE,-48.79777778,-26.22305556,COLISÃO COM AVE
83729,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM FAUNA
83728,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.63750000,-23.50916667,COLISÃO COM AVE
83727,BRASIL,SÃO JOSÉ DOS PINHAIS,PR,INCIDENTE,-49.17611111,-25.53166667,COLISÃO COM AVE
83726,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83725,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83723,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83722,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83721,BRASIL,VITÓRIA,ES,INCIDENTE,-40.28638889,-20.25805556,COLISÃO COM AVE
83668,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM AVE
83667,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM AVE
83666,BRASIL,CHAPECÓ,SC,INCIDENTE,-52.65888889,-27.13388889,COLISÃO COM AVE
83665,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM AVE
83664,BRASIL,TERESINA,PI,INCIDENTE,-42.82444444,-50.60555556,COLISÃO COM AVE
83663,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83662,BRASIL,GOIANÁ,MG,INCIDENTE,-43.17305556,-21.51305556,COLISÃO COM AVE
83661,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,COLISÃO COM AVE
83660,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83659,BRASIL,BELÉM,PA,INCIDENTE,-48.47888889,-13.84722222,EXCURSÃO DE PISTA
83658,BRASIL,PEREIRA BARRETO,SP,ACIDENTE,-51.09055556,-20.67138889,EXCURSÃO DE PISTA
83640,BRASIL,SOLEDADE,RS,INCIDENTE,-53.08666667,-28.62388889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83639,BRASIL,ALENQUER,PA,ACIDENTE,-54.54750000,-16.14722222,COLISÃO COM AVE
83638,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83637,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83636,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83635,BRASIL,GOIOERÊ,PR,ACIDENTE,-52.98277778,-24.20388889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83634,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83633,BRASIL,CURITIBA,PR,INCIDENTE,-49.17611111,-25.53166667,EXCURSÃO DE PISTA
83632,BRASIL,SÃO PEDRO DO SUL,RS,INCIDENTE GRAVE,-54.45250000,-29.62805556,COLISÃO COM AVE
83629,BRASIL,BARRA DO PIRAÍ,RJ,INCIDENTE,-43.82972222,-22.45972222,COLISÃO COM AVE
83628,BRASIL,SALTO DO JACUÍ,RS,INCIDENTE GRAVE,-53.36472222,-29.01222222,COLISÃO COM AVE
83627,BRASIL,CORUPÁ,SC,ACIDENTE,-49.27000000,-26.43388889,COLISÃO COM AVE
83625,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83624,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83623,BRASIL,CURITIBA,PR,INCIDENTE,-49.23361111,-25.40333333,COLISÃO COM AVE
83622,BRASIL,TERESINA,PI,INCIDENTE,-42.82444444,-50.60555556,COLISÃO COM AVE
83621,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83620,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83619,BRASIL,CHAPECÓ,SC,INCIDENTE,-52.65888889,-27.13388889,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83618,BRASIL,CHAPECÓ,SC,INCIDENTE,-52.65888889,-27.13388889,COLISÃO COM FAUNA
83617,BRASIL,CHAPECÓ,SC,INCIDENTE,-52.65888889,-27.13388889,COLISÃO COM FAUNA
83616,BRASIL,CHAPECÓ,SC,INCIDENTE,-52.65888889,-27.13388889,COLISÃO COM FAUNA
83615,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83614,BRASIL,PALMAS,TO,INCIDENTE,-48.35777778,-10.29000000,OPERAÇÃO A BAIXA ALTITUDE
83613,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,EXCURSÃO DE PISTA
83612,BRASIL,CAMPO GRANDE,MS,INCIDENTE,-54.67027778,-20.46944444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83611,BRASIL,PARANATINGA,MT,ACIDENTE,-54.37944444,-14.35750000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83610,BRASIL,TURVELÂNDIA,GO,ACIDENTE,-50.40250000,-17.66527800,OPERAÇÕES NO SOLO
83609,BRASIL,RIACHÃO,MA,INCIDENTE,-46.45000000,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83608,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83606,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM AVE
83605,BRASIL,PETROLINA,PE,INCIDENTE,-40.56361111,,COLISÃO COM AVE
83604,BRASIL,JOÃO PESSOA,PB,INCIDENTE,-34.95027778,-71.48333333,COLISÃO COM AVE
83603,BRASIL,PORTO SEGURO,BA,INCIDENTE,-39.07777778,-16.43805556,COLISÃO COM AVE
83602,BRASIL,CASCAVEL,PR,INCIDENTE,-53.50194444,-25.00222222,COLISÃO COM AVE
83601,BRASIL,PALMAS,TO,INCIDENTE,-48.35777778,-10.29000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83600,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83599,BRASIL,SÃO GONÇALO DO AMARANTE,RN,INCIDENTE,-35.36638889,-57.68888889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83598,BRASIL,BELÉM,PA,INCIDENTE,-48.47888889,-13.84722222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83597,BRASIL,TERESINA,PI,INCIDENTE,-42.82444444,-50.60555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83596,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83595,BRASIL,TERESINA,PI,INCIDENTE,-42.82444444,-50.60555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83594,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83593,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,PERDA DE CONTROLE EM VOO
83592,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83590,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83589,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.16250000,-22.91000000,COLISÃO COM AVE
83588,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83587,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83586,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83585,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM FAUNA
83584,BRASIL,TERESINA,PI,INCIDENTE,-42.82444444,-50.60555556,COLISÃO COM AVE
83583,BRASIL,ILHÉUS,BA,INCIDENTE,-39.03333333,-14.81500000,COLISÃO COM FAUNA
83582,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.63750000,-23.50916667,COLISÃO COM AVE
83581,BRASIL,BELO HORIZONTE,MG,INCIDENTE,-43.95055556,-19.85194444,COLISÃO COM FAUNA
83580,BRASIL,MARINGÁ,PR,INCIDENTE,-52.01777778,-23.47638889,COLISÃO COM AVE
83579,BRASIL,ALTA FLORESTA,MT,INCIDENTE,-56.10500000,,COLISÃO COM AVE
83578,BRASIL,CURITIBA,PR,INCIDENTE,-49.23361111,-25.40333333,COLISÃO COM FAUNA
83577,BRASIL,MACEIÓ,AL,INCIDENTE,-35.79166667,,COLISÃO COM AVE
83576,BRASIL,JOINVILLE,SC,INCIDENTE,-48.79777778,-26.22305556,COLISÃO COM FAUNA
83575,BRASIL,ILHÉUS,BA,INCIDENTE,-39.03333333,-14.81500000,COLISÃO COM AVE
83574,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM FAUNA
83573,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,COLISÃO COM AVE
83572,BRASIL,JOÃO PESSOA,PB,INCIDENTE,-34.95027778,-71.48333333,COLISÃO COM AVE
83571,BRASIL,UBERLÂNDIA,MG,INCIDENTE,-48.22527778,-18.88361111,COLISÃO COM AVE
83570,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83569,BRASIL,NOVA XAVANTINA,MT,INCIDENTE GRAVE,-52.38472222,-14.67500000,COLISÃO COM AVE
83567,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83566,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.38555556,COLISÃO COM AVE
83565,BRASIL,MAÇAMBARÁ,RS,ACIDENTE,-55.75472222,-29.29555556,COLISÃO COM AVE
83564,BRASIL,ITIQUIRA,MT,INCIDENTE GRAVE,-54.29694444,-17.28333333,COLISÃO COM AVE
83563,BRASIL,GOIANÉSIA DO PARÁ,PA,ACIDENTE,-49.44666667,-44.27777778,COLISÃO COM AVE
83562,BRASIL,BARUERI,SP,ACIDENTE,-46.88305556,-23.48083333,COLISÃO COM AVE
83561,BRASIL,SANTA CARMEM,MT,ACIDENTE,-54.95083333,-11.93444444,COLISÃO COM AVE
83559,BRASIL,PALMAS,TO,INCIDENTE GRAVE,-48.35777778,-10.29000000,COLISÃO COM AVE
83558,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83557,BRASIL,PETROLINA,PE,INCIDENTE,-40.56361111,,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83556,BRASIL,PETROLINA,PE,INCIDENTE,-40.56361111,,COLISÃO COM AVE
83555,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83554,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83553,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,COLISÃO COM AVE
83552,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83550,BRASIL,JAGUARUNA,SC,INCIDENTE,-49.05944444,-28.67527778,COLISÃO COM AVE
83549,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83548,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,COLISÃO COM AVE
83547,BRASIL,GOIANÁ,MG,INCIDENTE,-43.17305556,-21.51305556,COLISÃO COM AVE
83546,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,COLISÃO COM AVE
83545,BRASIL,MACEIÓ,AL,INCIDENTE,-35.79166667,,COLISÃO COM AVE
83544,BRASIL,JUAZEIRO DO NORTE,CE,INCIDENTE,-39.26944444,-72.19166667,COLISÃO COM AVE
83543,BRASIL,BOA VISTA,RR,INCIDENTE,-60.69222222,,COLISÃO COM AVE
83542,BRASIL,SANTARÉM,PA,INCIDENTE,-54.78583333,-24.24722222,COLISÃO COM AVE
83541,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83540,BRASIL,TERESINA,PI,INCIDENTE,-42.82444444,-50.60555556,COLISÃO COM AVE
83539,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83538,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.22111111,-16.63250000,COLISÃO COM AVE
83535,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83534,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83533,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.22111111,-16.63250000,COLISÃO COM AVE
83532,BRASIL,PETROLINA,PE,INCIDENTE,-40.56361111,,COLISÃO COM AVE
83531,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83530,BRASIL,SÃO GONÇALO DO AMARANTE,RN,INCIDENTE,-35.36638889,-57.68888889,COLISÃO COM AVE
83529,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83528,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83527,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM FAUNA
83525,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.34944444,-16.62555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83524,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83523,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,INDETERMINADO
83522,BRASIL,FORMIGUEIRO,RS,ACIDENTE,-53.51722222,-30.03444444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83521,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,EXCURSÃO DE PISTA
83520,BRASIL,BARRA DO RIBEIRO,RS,ACIDENTE,-51.33305556,-30.26638889,PERDA DE CONTROLE NO SOLO
83519,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83518,BRASIL,SÃO LOURENÇO DO SUL,RS,ACIDENTE,-51.93666667,-31.31027778,COLISÃO COM AVE
83517,BRASIL,ILHÉUS,BA,INCIDENTE,-39.03333333,-14.81500000,COLISÃO COM AVE
83515,BRASIL,PETROLINA,PE,INCIDENTE,-40.56361111,,PERDA DE CONTROLE EM VOO
83514,BRASIL,CURITIBA,PR,INCIDENTE,-49.23361111,-25.40333333,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83513,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83512,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83511,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83510,BRASIL,MACAPÁ,AP,INCIDENTE,-51.07222222,,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
83509,BRASIL,CAMPO GRANDE,MS,INCIDENTE,-54.67027778,-20.46944444,EXCURSÃO DE PISTA
83508,BRASIL,VITÓRIA,ES,INCIDENTE,-40.28638889,-20.25805556,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
83507,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.22111111,-16.63250000,COLISÃO COM AVE
83506,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83505,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83504,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83503,BRASIL,MANAUS,AM,INCIDENTE,-60.05055556,-30.41111111,COLISÃO COM AVE
83502,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM AVE
83501,BRASIL,ITU,SP,INCIDENTE,-47.40638889,-23.17305556,COLISÃO COM AVE
83500,BRASIL,RIO CLARO,SP,ACIDENTE,-47.56250000,-22.43166667,COLISÃO COM AVE
83499,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,COLISÃO COM AVE
83498,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99472222,COLISÃO COM AVE
83497,BRASIL,BELÉM,PA,INCIDENTE,-48.47888889,-13.84722222,COLISÃO COM AVE
83496,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83495,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,COLISÃO COM AVE
83494,BRASIL,BELÉM,PA,INCIDENTE,-48.47888889,-13.84722222,COLISÃO COM FAUNA
83493,BRASIL,MACEIÓ,AL,INCIDENTE,-35.79166667,,CONTATO ANORMAL COM A PISTA |
83492,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,FALHA OU MAU FUNCIONAMENTO DO MOTOR
83491,BRASIL,PALMAS,TO,INCIDENTE,-48.35777778,-10.29000000,PERDA DE CONTROLE NO SOLO
83490,BRASIL,PORTO SEGURO,BA,INCIDENTE,-39.07777778,-16.43805556,COLISÃO COM AVE
83489,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83488,BRASIL,PARAUAPEBAS,PA,INCIDENTE,-50.00333333,-61.17777778,COLISÃO COM AVE
83487,BRASIL,FOZ DO IGUAÇU,PR,INCIDENTE,-54.48500000,-25.60027778,COLISÃO COM AVE
83486,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,COLISÃO COM AVE
83485,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,COLISÃO COM AVE
83484,BRASIL,JOÃO PESSOA,PB,INCIDENTE,-34.95027778,-71.48333333,COLISÃO COM AVE
83483,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.22111111,-16.63250000,COLISÃO COM AVE
83482,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,OPERAÇÕES NO SOLO
83481,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83480,BRASIL,CAMPO GRANDE,MS,INCIDENTE,-54.67027778,-20.46944444,COLISÃO COM AVE
83479,BRASIL,JOÃO PESSOA,PB,INCIDENTE,-34.95027778,-71.48333333,COLISÃO COM AVE
83478,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83477,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,COLISÃO COM AVE
83476,BRASIL,SÃO LUÍS,MA,INCIDENTE,-44.23611111,-25.86944444,COLISÃO COM AVE
83475,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83474,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65638889,-23.62611111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
83473,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83472,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.25055556,-22.81000000,COLISÃO COM AVE
83471,BRASIL,CHAPECÓ,SC,INCIDENTE,-52.65888889,-27.13388889,COLISÃO COM AVE
83470,BRASIL,GOIANÁ,MG,INCIDENTE,-43.17305556,-21.51305556,COLISÃO COM AVE
83469,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.16250000,-22.91000000,COLISÃO COM AVE
83468,BRASIL,CONFINS,MG,INCIDENTE,-43.97194444,-19.62444444,COLISÃO COM AVE
83467,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83466,BRASIL,ALTO ALEGRE,RR,INCIDENTE,-62.89944444,,COLISÃO COM AVE
83465,BRASIL,CAMPINAS,SP,INCIDENTE,-47.13444444,-23.00694444,COLISÃO COM AVE
83463,BRASIL,FORMIGUEIRO,RS,ACIDENTE,-53.45194444,-29.94583333,COLISÃO COM AVE
