codigo_ocorrencia,ocorrencia_pais,ocorrencia_cidade,ocorrencia_uf,ocorrencia_classificacao,ocorrencia_longitude,ocorrencia_latitude,ocorrencia_tipo_categoria
65844,BRASIL,GUARULHOS,SP,INCIDENTE,-46.46944444,-23.43194444,EXCURSÃO DE PISTA
65843,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE GRAVE,-47.11055556,-23.00416667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65840,BRASIL,CAMPO GRANDE,MS,INCIDENTE,-54.51722222,-20.50555556,EXCURSÃO DE PISTA
65839,BRASIL,SANTA VITÓRIA DO PALMAR,RS,ACIDENTE,-53.05805556,-33.26888889,PERDA DE CONTROLE NO SOLO
65835,BRASIL,RECIFE,PE,ACIDENTE,-34.92277778,,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO
65834,BRASIL,IBIRÁ,SP,ACIDENTE,-49.13194444,-21.11861111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65831,BRASIL,VITÓRIA,ES,INCIDENTE,-40.28638889,-20.25805556,INCURSÃO EM PISTA
65827,BRASIL,MANAUS,AM,INCIDENTE,-60.04611111,-30.38888889,OUTROS | F.O.D.
65825,BRASIL,NOVA ODESSA,SP,ACIDENTE,-47.33416667,-22.78138889,PERDA DE CONTROLE NO SOLO
65824,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65820,BRASIL,TAUBATÉ,SP,INCIDENTE,-45.51972222,-23.04083333,INDETERMINADO
65818,BRASIL,FOZ DO IGUAÇU,PR,INCIDENTE,-54.48500000,-25.60027778,OUTROS | POUSO EM LOCAL NÃO PREVISTO
65815,BRASIL,CANELA,RS,ACIDENTE,-50.82944444,-29.36694444,EXCURSÃO DE PISTA
65813,BRASIL,CARACARAÍ,RR,ACIDENTE,-60.48444444,-12.38888889,PERDA DE CONTROLE NO SOLO
65810,BRASIL,ALEGRETE,RS,ACIDENTE,-56.26361111,-29.91583333,PERDA DE CONTROLE NO SOLO
65809,BRASIL,MOGI MIRIM,SP,ACIDENTE,,-22.74277778,COMBUSTÍVEL | PANE SECA
65808,BRASIL,JUQUIÁ,SP,ACIDENTE,-47.60000000,-24.32916667,PERDA DE CONTROLE EM VOO
65800,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL
65799,BRASIL,SOCORRO,SP,ACIDENTE,-46.91638889,-22.93666667,PERDA DE CONTROLE EM VOO
65797,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99388889,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65795,BRASIL,ELDORADO DO SUL,RS,ACIDENTE,-51.44361111,-30.05027778,EXCURSÃO DE PISTA
65794,BRASIL,PIRACANJUBA,GO,ACIDENTE,-48.73277778,-17.52777778,EXCURSÃO DE PISTA
65774,BRASIL,CAMPINÁPOLIS,MT,ACIDENTE,-52.79444444,-14.54388889,PERDA DE CONTROLE EM VOO
65771,BRASIL,PONTA GROSSA,PR,ACIDENTE,-50.14388889,-25.18444444,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
65770,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65768,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE,-46.52083333,-22.97916667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65766,BRASIL,CAMPO GRANDE,MS,INCIDENTE,-55.75583333,-20.46861111,EXCURSÃO DE PISTA
65765,BRASIL,ARACRUZ,ES,INCIDENTE,-40.10083333,-19.82166667,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65758,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.79138889,-15.65305556,OUTROS
65757,BRASIL,LONDRINA,PR,INCIDENTE,-51.13666667,-23.33027778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65754,BRASIL,SÃO JOSÉ DO RIO PRETO,SP,ACIDENTE,-49.38805556,-20.88944444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65750,BRASIL,MIRANDA,MS,ACIDENTE,-56.44888889,-20.02083333,EXCURSÃO DE PISTA
65749,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE GRAVE,-46.63472222,-23.00416667,PERDA DE CONTROLE NO SOLO
65745,BRASIL,CURITIBA,PR,ACIDENTE,-49.23361111,-25.40333333,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65743,BRASIL,MARINGÁ,PR,ACIDENTE,-52.01527778,-23.47388889,OPERAÇÃO A BAIXA ALTITUDE
65741,BRASIL,GUARULHOS,SP,INCIDENTE,-46.46944444,-23.43194444,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65736,BRASIL,ANÁPOLIS,GO,INCIDENTE,-48.92805556,-16.36250000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65724,BRASIL,CASCAVEL,PR,INCIDENTE,-53.50194444,-25.00222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65722,BRASIL,CONTAGEM,MG,ACIDENTE,-44.06000000,-19.89055556,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65717,BRASIL,MARAÚ,BA,ACIDENTE,-38.94055556,-13.90611111,INDETERMINADO
65716,BRASIL,VOTUPORANGA,SP,ACIDENTE,-50.00250000,-20.45722222,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65715,BRASIL,OURO BRANCO,MG,INCIDENTE,-43.63416667,-20.50611111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65714,BRASIL,NOVO PROGRESSO,PA,ACIDENTE,-55.39972222,-71.27777778,EXCURSÃO DE PISTA | POUSO LONGO
65713,BRASIL,NOVO PROGRESSO,PA,ACIDENTE,-55.40250000,-70.40555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65695,BRASIL,GUARULHOS,SP,INCIDENTE,-46.46944444,-23.43194444,PERDA DE CONTROLE EM VOO
65694,BRASIL,ANAMÃ,AM,ACIDENTE,-61.71805556,-35.11111111,EXCURSÃO DE PISTA | POUSO LONGO
65693,BRASIL,GUARULHOS,SP,INCIDENTE,-46.46944444,-23.43194444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65684,BRASIL,CUIABÁ,MT,INCIDENTE,-56.11750000,-15.65000000,COMBUSTÍVEL | PANE SECA
65679,BRASIL,JUNDIAÍ,SP,INCIDENTE,-46.94361111,-23.18166667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65674,BRASIL,BRASÍLIA,DF,INCIDENTE,-47.91861111,-15.87111111,EXCURSÃO DE PISTA
65662,BRASIL,CURITIBA,PR,INCIDENTE,-49.17611111,-25.53166667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65660,BRASIL,JOINVILLE,SC,INCIDENTE,-48.79777778,-26.22305556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65659,BRASIL,BARBACENA,MG,INCIDENTE,-43.76055556,-21.26722222,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65653,BRASIL,ANGRA DOS REIS,RJ,ACIDENTE,-44.30194444,-22.97416667,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65633,BRASIL,NOVA LIMA,MG,INCIDENTE GRAVE,-43.89333333,-20.16805556,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65632,BRASIL,SORRISO,MT,ACIDENTE,-55.68222222,-12.50916667,OPERAÇÃO A BAIXA ALTITUDE
65627,BRASIL,ALTO PARANÁ,PR,ACIDENTE,-52.34138889,-23.13972222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65623,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.63444444,-23.50888889,EXCURSÃO DE PISTA
65622,BRASIL,CRUZ ALTA,RS,ACIDENTE,-53.61138889,-28.65888889,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
65589,BRASIL,SÃO PAULO,SP,INCIDENTE,-56.94416667,-33.43638889,COLISÃO COM AVE
65575,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE GRAVE,-43.35916667,-22.92250000,PERDA DE CONTROLE EM VOO
65572,BRASIL,GOIÂNIA,GO,INCIDENTE,-49.22666667,-16.62972222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65569,BRASIL,SÃO JOSÉ DOS CAMPOS,SP,ACIDENTE,-45.86138889,-23.22916667,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65563,BRASIL,LAGES,SC,ACIDENTE,-50.28055556,-27.78277778,PERDA DE CONTROLE EM VOO
65548,BRASIL,SANTO ANTÔNIO DO LEVERGER,MT,ACIDENTE,-56.08805556,-15.85250000,OUTROS | POUSO EM LOCAL NÃO PREVISTO
65546,BRASIL,NAZÁRIO,GO,INCIDENTE GRAVE,-49.84222222,-16.53722222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65545,BRASIL,LONDRINA,PR,INCIDENTE,-51.13666667,-23.33027778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE
65543,BRASIL,MACAÉ,RJ,INCIDENTE,,,EXCURSÃO DE PISTA
65536,BRASIL,MANAUS,AM,INCIDENTE GRAVE,-60.00861111,-30.75277778,PERDA DE CONTROLE NO SOLO
65530,BRASIL,SÃO PAULO,SP,INCIDENTE,-56.94416667,-33.43638889,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
65528,BRASIL,LONDRINA,PR,INCIDENTE,-51.13666667,-23.33027778,OUTROS
65519,BRASIL,MACAÉ,RJ,INCIDENTE,-41.76388889,-22.34277778,EXCURSÃO DE PISTA | POUSO LONGO
65518,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.75833333,EXCURSÃO DE PISTA
65516,BRASIL,CURITIBA,PR,INCIDENTE,-49.17611111,-25.53166667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65512,BRASIL,LONDRINA,PR,INCIDENTE,-51.13666667,-23.33027778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65509,BRASIL,JANUÁRIA,MG,INCIDENTE GRAVE,-44.38638889,-15.47472222,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
65507,BRASIL,VALENÇA DO PIAUÍ,PI,INCIDENTE,-41.76611111,-63.90555556,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65496,BRASIL,MARABÁ,PA,INCIDENTE,-49.13833333,-53.67777778,OUTROS
65494,BRASIL,UBERLÂNDIA,MG,INCIDENTE,-48.22527778,-18.88361111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65493,BRASIL,LÁBREA,AM,ACIDENTE,-64.78388889,-72.50277778,PERDA DE CONTROLE EM VOO
65492,BRASIL,NOVO SÃO JOAQUIM,MT,INCIDENTE,-53.13305556,-14.81555556,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE
65491,BRASIL,NOVO SÃO JOAQUIM,MT,INCIDENTE,-53.13305556,-14.81555556,EXCURSÃO DE PISTA
65490,BRASIL,LONDRINA,PR,ACIDENTE,-51.21722222,-23.31305556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65487,BRASIL,CAMPO GRANDE,MS,INCIDENTE,-54.67027778,-20.46944444,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65483,BRASIL,JUAZEIRO DO NORTE,CE,INCIDENTE,-39.27166667,-72.18333333,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65471,BRASIL,RIO DE JANEIRO,RJ,ACIDENTE,-43.18777778,-22.93972222,EXCURSÃO DE PISTA
65469,BRASIL,PIRACICABA,SP,ACIDENTE,-47.61944444,-22.71055556,PERDA DE CONTROLE NO SOLO
65461,BRASIL,SÃO GONÇALO DO AMARANTE,RN,INCIDENTE,-35.36638889,-57.68888889,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65460,BRASIL,JAGUARUNA,SC,INCIDENTE,-49.06027778,-28.67527778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65459,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.37000000,-22.98750000,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
65450,BRASIL,GUARULHOS,SP,INCIDENTE,-46.47305556,-23.43555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65448,BRASIL,COARI,AM,INCIDENTE,-65.35583333,-45.41916667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65446,BRASIL,CURITIBA,PR,INCIDENTE,-49.23361111,-25.40333333,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
65445,BRASIL,SANTARÉM,PA,ACIDENTE,-54.73138889,-25.74444444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
65443,BRASIL,URANDI,BA,INCIDENTE GRAVE,-42.66888889,-14.75805556,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
65441,BRASIL,CURITIBA,PR,INCIDENTE GRAVE,-49.23444444,-25.39916667,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO
65426,BRASIL,JUAZEIRO DO NORTE,CE,INCIDENTE,-39.27166667,-72.18333333,EXCURSÃO DE PISTA
65425,BRASIL,CAJATI,SP,ACIDENTE,-48.19527778,-24.75138889,COLISÃO COM FAUNA
65424,BRASIL,SÃO JOSÉ DO XINGU,MT,ACIDENTE,-52.38833333,-10.72972222,EXCURSÃO DE PISTA
65422,BRASIL,BARRETOS,SP,INCIDENTE,,-20.58555556,EXCURSÃO DE PISTA
65421,BRASIL,BOTUCATU,SP,ACIDENTE,-48.46805556,-22.74277778,PERDA DE CONTROLE NO SOLO
65420,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.16388889,-22.91083333,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65418,BRASIL,BELÉM,PA,INCIDENTE,-48.45888889,-14.15000000,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
65414,BRASIL,NOVA LIMA,MG,INCIDENTE GRAVE,-43.96138889,-20.04722222,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
65413,BRASIL,CURVELO,MG,ACIDENTE,-44.45805556,-18.76611111,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE
65412,BRASIL,CAMPO GRANDE,MS,INCIDENTE GRAVE,-54.67027778,-20.46944444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65399,BRASIL,NAVEGANTES,SC,INCIDENTE,-48.65083333,-26.87861111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65397,BRASIL,APUÍ,AM,ACIDENTE,,,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65394,BRASIL,PARÁ DE MINAS,MG,ACIDENTE,,,INDETERMINADO
65392,BRASIL,JUIZ DE FORA,MG,INCIDENTE,-43.38638889,-21.79611111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65389,BRASIL,SALVADOR,BA,INCIDENTE,-38.32250000,-12.90861111,OUTROS
65383,BRASIL,BELÉM,PA,ACIDENTE,-48.44583333,-14.45277778,EXCURSÃO DE PISTA
65380,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE GRAVE,-46.52083333,-22.97916667,PERDA DE CONTROLE NO SOLO
65372,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.24972222,-22.81000000,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
65367,BRASIL,MARÍLIA,SP,ACIDENTE,-49.95055556,-22.14694444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65360,BRASIL,JUNDIAÍ,SP,ACIDENTE,-46.83361111,-23.28277778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65359,BRASIL,PIRACICABA,SP,INCIDENTE GRAVE,-47.61944444,-22.71055556,PERDA DE CONTROLE NO SOLO
65358,BRASIL,FORTALEZA,CE,INCIDENTE,-38.53222222,-37.76666667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA
65337,BRASIL,LONDRINA,PR,ACIDENTE,-51.13361111,-23.33333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65330,BRASIL,SANTO ANTÔNIO DO LEVERGER,MT,INCIDENTE GRAVE,-56.07888889,-15.85500000,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65324,BRASIL,BRASÍLIA,DF,INCIDENTE,-48.06694444,-15.85444444,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR
65321,BRASIL,JI-PARANÁ,RO,ACIDENTE,-61.98805556,-10.95833333,OUTROS | F.O.D.
65318,BRASIL,PIRAPORA,MG,INCIDENTE GRAVE,-44.86027778,-17.31694444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65312,BRASIL,CABECEIRAS,GO,ACIDENTE,-46.93083333,-15.80694444,PERDA DE CONTROLE EM VOO
65293,BRASIL,JUAZEIRO DO NORTE,CE,INCIDENTE GRAVE,-39.27166667,-72.18333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65292,BRASIL,FLORIANÓPOLIS,SC,ACIDENTE,-48.67416667,-27.61444444,OUTROS
65290,BRASIL,VOLTA REDONDA,RJ,INCIDENTE,-44.10722222,-22.52527778,EXCURSÃO DE PISTA
65289,BRASIL,MARABÁ,PA,INCIDENTE GRAVE,-49.13833333,-53.67777778,PERDA DE CONTROLE EM VOO
65288,BRASIL,IMPERATRIZ,MA,INCIDENTE,-47.45833333,-55.30555556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65275,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,-48.55250000,-27.67027778,COLISÃO COM AVE
65272,BRASIL,FORTALEZA,CE,INCIDENTE,-38.54222222,-3.72000000,COLISÃO COM AVE
65270,BRASIL,CAMPO MAGRO,PR,INCIDENTE GRAVE,-49.23361111,-25.40333333,COLISÃO COM AVE
65262,BRASIL,CAMPO GRANDE,MS,INCIDENTE,,-20.46861111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE
65259,BRASIL,IMBUIA,SC,ACIDENTE,-49.51472222,-27.52666667,VOO CONTROLADO CONTRA O TERRENO
65255,BRASIL,CORUMBAÍBA,GO,ACIDENTE,-48.57138889,-18.12805556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65244,BRASIL,GOIANÁ,MG,ACIDENTE,-43.16833333,-21.56333333,PERDA DE CONTROLE NO SOLO
65237,BRASIL,PORTO MURTINHO,MS,ACIDENTE,-57.74055556,-21.70833333,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65229,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99388889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
65218,BRASIL,UNAÍ,MG,ACIDENTE,-46.52138889,-16.20222222,OUTROS | POUSO EM LOCAL NÃO PREVISTO
65210,BRASIL,AVARÉ,SP,ACIDENTE,-48.97722222,-23.20111111,OUTROS | COM PESSOAL EM VOO
65203,BRASIL,CAMPINAS,SP,INCIDENTE GRAVE,-47.10805556,-22.85916667,OUTROS
65202,BRASIL,UBERLÂNDIA,MG,INCIDENTE,-48.22527778,-18.88361111,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
65200,BRASIL,PORTO MURTINHO,MS,ACIDENTE,-57.52777778,-21.21722222,CONTATO ANORMAL COM A PISTA |
65198,BRASIL,CACOAL,RO,INCIDENTE GRAVE,-61.25888889,-11.26444444,EXCURSÃO DE PISTA
65192,BRASIL,CURITIBA,PR,INCIDENTE,-49.23361111,-25.40333333,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65190,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,-48.55250000,-27.67027778,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
65186,BRASIL,GUAPÉ,MG,ACIDENTE,-45.97638889,-20.74083333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
65185,BRASIL,RECIFE,PE,INCIDENTE,-34.92277778,,EXCURSÃO DE PISTA
65180,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-51.17111111,-29.99388889,EXCURSÃO DE PISTA
65177,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
65176,BRASIL,SÃO PAULO,SP,INCIDENTE,,,COLISÃO COM AVE
65175,BRASIL,SALVADOR,BA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA
65174,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
65173,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
65172,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65171,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE,,,FOGO/FUMAÇA (SEM IMPACTO) | FOGO EM VOO
65170,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,EXCURSÃO DE PISTA | POUSO LONGO
65169,BRASIL,MANAUS,AM,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65168,BRASIL,NÃO IDENTIFICADA,BA,INCIDENTE,,,OUTROS
65167,BRASIL,MANAUS,AM,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65166,BRASIL,LONDRINA,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65165,BRASIL,CURITIBA,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65164,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65163,BRASIL,JUNDIAÍ,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65162,BRASIL,MACAPÁ,AP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR
65161,BRASIL,MORADA NOVA DE MINAS,MG,INCIDENTE,,,OUTROS
65160,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65159,BRASIL,ALTAMIRA,PA,INCIDENTE,,,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
65158,BRASIL,SÃO PAULO,SP,INCIDENTE,,,EXCURSÃO DE PISTA
65157,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
65156,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
65155,BRASIL,SÃO PAULO,SP,INCIDENTE,,,INCURSÃO EM PISTA
65154,BRASIL,SÃO PAULO,SP,INCIDENTE,,,OUTROS
65153,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65152,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65151,BRASIL,JOINVILLE,SC,INCIDENTE,,,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
65150,BRASIL,BELÉM,PA,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65149,BRASIL,SÃO PAULO,SP,INCIDENTE,,,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
65148,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65147,BRASIL,CURITIBA,PR,INCIDENTE,,,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
65146,BRASIL,NAVEGANTES,SC,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65145,BRASIL,CAMPINAS,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
65144,BRASIL,MARÍLIA,SP,INCIDENTE,,,EXCURSÃO DE PISTA
65143,BRASIL,NÃO IDENTIFICADA,TO,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA
65142,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
65141,BRASIL,SANTA MARIA,RS,INCIDENTE,,,EXCURSÃO DE PISTA
65140,BRASIL,BELO HORIZONTE,MG,INCIDENTE,,,PERDA DE CONTROLE NO SOLO
65139,BRASIL,GUARATINGUETÁ,SP,INCIDENTE,,,COLISÃO COM AVE
65138,BRASIL,SÃO PAULO,SP,INCIDENTE,,,OUTROS | POUSO EM LOCAL NÃO PREVISTO
65137,BRASIL,SÃO PAULO,SP,INCIDENTE,,,EXCURSÃO DE PISTA | POUSO LONGO
65136,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,OUTROS | AERONAVE ATINGIDA POR OBJETO
65135,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
65134,BRASIL,PRESIDENTE PRUDENTE,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO
