fk_Ocorrencia_codigo_ocorrencia/fk_Recomendacao_recomendacao_numero
87009/"IG-144/CENIPA/2020 - 04"
87008/"IG-144/CENIPA/2020 - 05"
87007/"A-140/CENIPA/2020 - 01"
87006/"IG-120/CENIPA/2020 - 02"
87004/"IG-120/CENIPA/2020 - 03"
87003/"IG-120/CENIPA/2020 - 04"
87001/"IG-120/CENIPA/2020 - 05"
87000/"A-093/CENIPA/2020 - 01"
86999/"A-093/CENIPA/2020 - 02"
86998/"A-085/CENIPA/2020 - 01"
86997/"A-069/CENIPA/2020 - 01"
86996/"A-069/CENIPA/2020 - 02"
86995/"A-067/CENIPA/2020 - 01"
86994/"A-037/CENIPA/2020 - 01"
86993/"A-036/CENIPA/2020 - 01"
86991/"A-036/CENIPA/2020 - 02"
86990/"A-038/CENIPA/2020 - 01"
86989/"A-028/CENIPA/2020 - 01"
86988/"A-028/CENIPA/2020 - 02"
86987/"A-028/CENIPA/2020 - 03"
86986/"A-029/CENIPA/2020 - 01"
86985/"A-009/CENIPA/2020 - 01"
86984/"A-009/CENIPA/2020 - 02"
86983/"A-009/CENIPA/2020 - 03"
86981/"A-009/CENIPA/2020 - 04"
86980/"A-005/CENIPA/2020 - 01"
86979/"IG-083/CENIPA/2019 - 01"
86978/"A-084/CENIPA/2019 - 01"
86977/"A-156/CENIPA/2019 - 01"
86976/"A-156/CENIPA/2019 - 02"
86975/"A-155/CENIPA/2019 - 01"
86974/"A-144/CENIPA/2019 - 01"
86973/"A-144/CENIPA/2019 - 02"
86972/"IG-063/CENIPA/2019 - 01"
86971/"IG-063/CENIPA/2019 - 02"
86969/"IG-138/CENIPA/2019 - 01"
86968/"IG-138/CENIPA/2019 - 02"
86967/"A-128/CENIPA/2019 - 01"
86966/"A-121/CENIPA/2019 - 02"
86965/"A-117/CENIPA/2019 - 01"
86964/"A-117/CENIPA/2019 - 02"
86962/"A-117/CENIPA/2019 - 03"
86960/"A-117/CENIPA/2019 - 04"
86959/"A-112/CENIPA/2019 - 01"
86958/"A-112/CENIPA/2019 - 02"
86956/"A-112/CENIPA/2019 - 03"
86954/"A-112/CENIPA/2019 - 04"
86953/"A-106/CENIPA/2019 - 01"
86952/"A-106/CENIPA/2019 - 02"
86951/"A-105/CENIPA/2019 - 01"
86950/"A-091/CENIPA/2019 - 01"
86949/"A-091/CENIPA/2019 - 02"
86948/"A-091/CENIPA/2019 - 03"
86946/"A-091/CENIPA/2019 - 04"
86945/"A-091/CENIPA/2019 - 05"
86941/"A-091/CENIPA/2019 - 06"
86940/"A-091/CENIPA/2019 - 07"
86939/"A-088/CENIPA/2019 - 01"
86938/"A-087/CENIPA/2019 - 01"
86937/"A-068/CENIPA/2019 - 01"
86936/"A-068/CENIPA/2019 - 02"
86935/"A-068/CENIPA/2019 - 03"
86934/"A-080/CENIPA/2019 - 01"
86933/"A-081/CENIPA/2019 - 01"
86931/"A-054/CENIPA/2019 - 01"
86929/"A-054/CENIPA/2019 - 02"
86928/"A-049/CENIPA/2019 - 01"
86925/"A-048/CENIPA/2019 - 01"
86924/"IG-042/CENIPA/2019 - 04"
86923/"IG-042/CENIPA/2019 - 05"
86922/"IG-042/CENIPA/2019 - 06"
86921/"A-040/CENIPA/2019 - 01"
86920/"A-041/CENIPA/2019 - 01"
86918/"A-039/CENIPA/2019 - 01"
86917/"A-039/CENIPA/2019 - 02"
86916/"A-033/CENIPA/2019 - 01"
86914/"A-032/CENIPA/2019 - 01"
86913/"IG-023/CENIPA/2019 - 01"
86912/"IG-023/CENIPA/2019 - 02"
86911/"IG-025/CENIPA/2019 - 01"
86910/"IG-025/CENIPA/2019 - 02"
86909/"IG-025/CENIPA/2019 - 03"
86908/"IG-025/CENIPA/2019 - 04"
86907/"IG-025/CENIPA/2019 - 05"
86906/"IG-025/CENIPA/2019 - 06"
86905/"IG-025/CENIPA/2019 - 07"
86904/"IG-025/CENIPA/2019-01"
86903/"IG-020/CENIPA/2019 - 01"
86902/"IG-020/CENIPA/2019 - 02"
86901/"A-018/CENIPA/2019 - 01"
86898/"A-016/CENIPA/2019 - 01"
86897/"A-013/CENIPA/2019 - 01"
86896/"A-008/CENIPA/2019 - 01"
86895/"A-008/CENIPA/2019 - 02"
86894/"A-008/CENIPA/2019 - 03"
86893/"A-011/CENIPA/2019 - 01"
86891/"A-011/CENIPA/2019 - 02"
86890/"A-009/CENIPA/2019-01"
86889/"A-006/CENIPA/2019 - 01"
86888/"A-006/CENIPA/2019 - 02"
86887/"A-006/CENIPA/2019 - 03"
86886/"IG-003/CENIPA/2019 - 02"
86885/"IG-003/CENIPA/2019 - 03"
86882/"A-192/CENIPA/2018-01"
86881/"IG-190/CENIPA/2018 - 01"
86880/"IG-190/CENIPA/2018 - 05"
86879/"A-185/CENIPA/2018 - 01"
86878/"A-181/CENIPA/2018 - 01"
86877/"A-181/CENIPA/2018 - 02"
86876/"IG-177/CENIPA/2018 - 04"
86875/"IG-177/CENIPA/2018 - 05"
86874/"IG-177/CENIPA/2018 - 06"
86873/"IG-177/CENIPA/2018 - 07"
86872/"IG-177/CENIPA/2018 - 08"
86871/"IG-177/CENIPA/2018 - 09"
86870/"A-174/CENIPA/2018 - 01"
86869/"A-170/CENIPA/2018 - 01"
86868/"A-170/CENIPA/2018 - 02"
86867/"A-170/CENIPA/2018 - 03"
86866/"A-165/CENIPA/2018 - 01"
86865/"A-165/CENIPA/2018 - 02"
86863/"A-165/CENIPA/2018 - 03"
86862/"A-165/CENIPA/2018 - 04"
86861/"A-165/CENIPA/2018 - 05"
86860/"A-165/CENIPA/2018 - 06"
86859/"A-164/CENIPA/2018 - 01"
86858/"IG-152/CENIPA/2018 - 02"
86857/"A-151/CENIPA/2018 - 01"
86856/"A-146/CENIPA/2018 - 01"
86855/"A-128/CENIPA/2022 - 01"
86854/"A-124/CENIPA/2018 - 01"
86853/"A-119/CENIPA/2018 - 01"
86852/"A-117/CENIPA/2018 - 05"
86851/"A-117/CENIPA/2018 - 06"
86849/"A-111/CENIPA/2018 - 01"
86848/"A-104/CENIPA/2018 - 01"
86847/"A-088/CENIPA/2018 -01"
86846/"A-089/CENIPA/2018 -01"
86845/"A-074/CENIPA/2018 - 01"
86844/"A-074/CENIPA/2018 - 02"
86843/"A-074/CENIPA/2018 - 03"
86842/"A-074/CENIPA/2018 - 04"
86840/"A-074/CENIPA/2018 - 05"
86839/"A-074/CENIPA/2018 - 06"
86838/"A-074/CENIPA/2018 - 07"
86837/"A-068/CENIPA/2018 - 01"
86835/"A-068/CENIPA/2018 - 02"
86834/"A-068/CENIPA/2018 - 03"
86833/"A-068/CENIPA/2018 - 04"
86832/"A-067/CENIPA/2018 - 01"
86831/"A-067/CENIPA/2018 - 02"
86830/"A-067/CENIPA/2018 - 03"
86829/"A-067/CENIPA/2018 - 04"
86828/"IG-065/CENIPA/2018 - 01"
86827/"IG-065/CENIPA/2018 - 05"
86826/"IG-065/CENIPA/2018 - 06"
86824/"IG-065/CENIPA/2018 - 07"
86823/"IG-065/CENIPA/2018 - 08"
86822/"IG-065/CENIPA/2018 - 09"
86745/"IG-058/CENIPA/2018 - 01"
86744/"IG-058/CENIPA/2018 - 02"
86743/"A-051/CENIPA/2018 - 01"
86742/"A-031/CENIPA/2018 - 01"
86740/"A-031/CENIPA/2018 - 02"
86739/"IG-030/CENIPA/2018 - 01"
86738/"IG-030/CENIPA/2018 - 02"
86737/"A-008/CENIPA/2018 - 01"
86736/"A-112/CENIPA/2017 - 01"
86735/"A-128/CENIPA/2017 - 01"
86734/"AP-001/CENIPA/2018-01"
86733/"A-131/CENIPA/2017 - 01"
86732/"A-131/CENIPA/2017 - 02"
86730/"A-131/CENIPA/2017 - 04"
86729/"A-131/CENIPA/2017-03"
86728/"A-133/CENIPA/2017 - 04"
86727/"IG-146/CENIPA/2017 - 03"
86725/"IG-155/CENIPA/2017 - 03"
86724/"IG-167/CENIPA/2017 - 01"
86723/"IG-104/CENIPA/2017 - 01"
86721/"IG-105/CENIPA/2017-01"
86720/"IG-105/CENIPA/2017-02"
86719/"IG-105/CENIPA/2017-03"
86718/"IG-105/CENIPA/2017-04"
86717/"IG-105/CENIPA/2017-05"
86716/"IG-105/CENIPA/2017-06"
86715/"A-035/CENIPA/2017 - 01"
86714/"A-035/CENIPA/2017 - 02"
86713/"A-091/CENIPA/2017 - 01"
86712/"A-090/CENIPA/2017 - 01"
86711/"A-089/CENIPA/2017 - 01"
86710/"A-089/CENIPA/2017 - 02"
86709/"A-089/CENIPA/2017 - 03"
86708/"A-089/CENIPA/2017 - 04"
86707/"A-085/CENIPA/2017 - 01"
86706/"A-079/CENIPA/2017-01"
86705/"A-070/CENIPA/2017-01"
86704/"A-070/CENIPA/2017-02"
86703/"A-070/CENIPA/2017-03"
86702/"A-070/CENIPA/2017-04"
86700/"A-070/CENIPA/2017-05"
86699/"A-061/CENIPA/2017 - 01"
86698/"IG-048/CENIPA/2017 - 01"
86696/"IG-048/CENIPA/2017 - 02"
86692/"A-046/CENIPA/2017 - 01"
86690/"A-044/CENIPA/2017-01"
86688/"A-044/CENIPA/2017-02"
86687/"A-044/CENIPA/2017-03"
86686/"A-044/CENIPA/2017-04"
86683/"IG-045/CENIPA/2017 - 01"
86682/"A-040/CENIPA/2017 - 01"
86680/"A-040/CENIPA/2017 - 02"
86678/"A-040/CENIPA/2017 - 03"
86677/"A-039/CENIPA/2017 - 01"
86676/"A-036/CENIPA/2017 - 02"
86675/"A-034/CENIPA/2017 - 01"
86672/"A-034/CENIPA/2017 - 02"
86671/"IG-033/CENIPA/2017 - 01"
86670/"IG-033/CENIPA/2017 - 02"
86669/"IG-033/CENIPA/2017 - 03"
86668/"IG-032/CENIPA/2017-01"
86667/"IG-031/CENIPA/2017 - 05"
86665/"IG-031/CENIPA/2017 - 06"
86663/"IG-031/CENIPA/2017 - 07"
86662/"IG-031/CENIPA/2017 - 08"
86661/"IG-031/CENIPA/2017 - 09"
86660/"IG-031/CENIPA/2017 - 10"
86659/"A-028/CENIPA/2017 - 01"
86658/"A-028/CENIPA/2017 - 02"
86657/"A-028/CENIPA/2017 - 03"
86656/"IG-019/CENIPA/2017 - 01"
86655/"IG-019/CENIPA/2017 - 02"
86654/"A-052/CENIPA/2017 - 01"
86653/"A-020/CENIPA/2017 - 01"
86652/"A-024/CENIPA/2017 - 01"
86651/"A-017/CENIPA/2017 - 01"
86650/"A-017/CENIPA/2017 - 02"
86649/"A-013/CENIPA/2017 - 01"
86648/"A-013/CENIPA/2017 - 02"
86647/"A-174/CENIPA/2016 - 01"
86646/"IG-007/CENIPA/2017 - 01"
86645/"A-003/CENIPA/2017 - 01"
86644/"A-175/CENIPA/2016 - 01"
86643/"A-001/CENIPA/2017 - 01"
86642/"A-172/CENIPA/2016- 01"
86641/"A-172/CENIPA/2016- 02"
86640/"A-169/CENIPA/2016 - 01"
86639/"A-169/CENIPA/2016 - 02"
86638/"A-169/CENIPA/2016 - 03"
86637/"A-168/CENIPA/2016 - 01"
86636/"IG-167/CENIPA/2016 - 01"
86635/"A-112/CENIPA/2016 - 01"
86634/"A-112/CENIPA/2016 - 02"
86633/"A-112/CENIPA/2016 - 03"
86632/"A-104/CENIPA/2016 - 01"
86631/"A-101/CENIPA/2016 - 01"
86630/"A-101/CENIPA/2016 - 02"
86629/"A-098/CENIPA/2016 - 01"
86628/"IG-160/CENIPA/2016 - 01"
86627/"IG-160/CENIPA/2016 - 02"
86626/"A-079/CENIPA/2016 - 01"
86625/"A-078/CENIPA/2016 - 01"
86624/"A-065/CENIPA/2016 - 01"
86623/"A-065/CENIPA/2016 - 02"
86622/"IG-056/CENIPA/2016-01"
86621/"A-049/CENIPA/2016-01"
86620/"A-049/CENIPA/2016-02"
86619/"A-049/CENIPA/2016-03"
86618/"A-049/CENIPA/2016-04"
86617/"A-049/CENIPA/2016-05"
86616/"A-173/CENIPA/2015 - 01"
86615/"A-173/CENIPA/2015 - 02"
86614/"A-173/CENIPA/2015 - 03"
86613/"A-032/CENIPA/2016 - 01"
86611/"A-032/CENIPA/2016 - 02"
86610/"A-018/CENIPA/2016 - 01"
86609/"A-018/CENIPA/2020 - 02"
86608/"A-018/CENIPA/2020 - 03"
86605/"A-016/CENIPA/2016 - 01"
86604/"A-016/CENIPA/2016-02"
86603/"IG-010/CENIPA/2016 - 01"
86602/"IG-012/CENIPA/2016 - 01"
86601/"IG-012/CENIPA/2016 - 02"
86600/"A-172/CENIPA/2015 - 01"
86599/"A-172/CENIPA/2015 - 02"
86598/"A-005/CENIPA/2016 - 01"
86597/"A-005/CENIPA/2016 - 02"
86595/"A-005/CENIPA/2016 - 03"
86594/"A-005/CENIPA/2016 - 04"
86593/"A-005/CENIPA/2016 - 05"
86592/"A-168/CENIPA/2015 - 01"
86591/"A-168/CENIPA/2015 - 02"
86590/"A-168/CENIPA/2015 - 03"
86589/"A-168/CENIPA/2015 - 04"
86588/"A-161/CENIPA/2015 - 01"
86587/"A-160/CENIPA/2015 - 01"
86586/"A-159/CENIPA/2015-01"
86584/"A-159/CENIPA/2015-02"
86583/"A-159/CENIPA/2015-03"
86580/"A-158/CENIPA/2015 - 01"
86579/"A-158/CENIPA/2015 - 02"
86578/"A-154/CENIPA/2015 - 01"
86577/"A - 155 /CENIPA/201 5 - 0 1"
86576/"A - 155/CENIPA/2015  - 0 2"
86575/"IG - 153/CENIPA/2015  - 01"
86574/"A-150/CENIPA/2015 - 01"
86573/"A-150/CENIPA/2015 - 02"
86572/"A-150/CENIPA/2015 - 03"
86571/"A-150/CENIPA/2015 - 04"
86570/"A-147/CENIPA/2015 - 01"
86569/"A-147/CENIPA/2015 - 02"
86568/"A-147/CENIPA/2015 - 03"
86567/"A-147/CENIPA/2015 - 04"
86566/"A-145/CENIPA/2015 -01"
86565/"A-149/CENIPA/2015 - 01"
86564/"A-149/CENIPA/2015 - 02"
86563/"A-149/CENIPA/2015 - 03"
86562/"A-149/CENIPA/2015 - 04"
86561/"IG-144/CENIPA/2015 - 01"
86560/"IG-144/CENIPA/2015 - 02"
86559/"IG-144/CENIPA/2015 - 03"
86558/"IG-144/CENIPA/2015 - 04"
86557/"IG-143/CENIPA/2015 - 01"
86556/"IG-140/CENIPA/2015 - 01"
86555/"A-130/CENIPA/2015 - 01"
86554/"IG-132/CENIPA/2015 - 01"
86553/"A-123/CENIPA/2015 - 01"
86552/"A - 124/CENIPA/2015  - 01"
86551/"IG-121/CENIPA/2015 - 01"
86550/"IG-121/CENIPA/2015 - 02"
86549/"IG-121/CENIPA/2015 - 03"
86547/"IG-121/CENIPA/2015 - 04"
86546/"A-120/CENIPA/2015-01"
86545/"A-120/CENIPA/2015-02"
86544/"A-120/CENIPA/2015-03"
86543/"A-117/CENIPA/2015-01"
86542/"A - 112/CENIPA/2015  - 01"
86541/"A - 112/CENIPA/2015  - 02"
86540/"IG-045/CENIPA/2015 - 01"
86539/"IG-045/CENIPA/2015 - 02"
86538/"A - 103/CENIPA/2015  - 01"
86537/"A - 105/CENIPA/2015  - 01"
86536/"A - 104/CENIPA/2015  - 01"
86535/"A - 104/CENIPA/2015  - 02"
86534/"A - 100 /CENIPA/201 5 - 0 1"
86533/"A - 100/CENIPA/2015  - 0 2"
86532/"IG-097/CENIPA/2015 - 01"
86531/"IG-097/CENIPA/2015 - 02"
86530/"IG-097/CENIPA/2015 - 03"
86529/"A - 093/CENIPA/2015  - 01"
86528/"A-093/CENIPA/2015 - 02"
86527/"A-092/CENIPA/2015 - 01"
86526/"A-092/CENIPA/2015 - 02"
86525/"A-092/CENIPA/2015 - 03"
86524/"A-092/CENIPA/2015 - 04"
86521/"A-092/CENIPA/2015 - 05"
86519/"A-092/CENIPA/2015 - 06"
86517/"A-092/CENIPA/2015 - 07"
86516/"A-092/CENIPA/2015 - 08"
86515/"IG-091/CENIPA/2015 - 01"
86514/"IG-091/CENIPA/2015 - 02"
86513/"IG-091/CENIPA/2015 - 03"
86512/"IG-085/CENIPA/2015 - 01"
86511/"IG-084/CENIPA/2015 - 01"
86510/"A-081/CENIPA/2015 - 01"
86509/"IG-077/CENIPA/2015 - 01"
86508/"A-079/CENIPA/2015 - 01"
86507/"A-079/CENIPA/2015 - 02"
86506/"A-079/CENIPA/2015 - 03"
86505/"A-079/CENIPA/2015 - 04"
86504/"IG-076/CENIPA/2015 - 01"
86503/"IG-076/CENIPA/2015 - 02"
86502/"IG-076/CENIPA/2015 - 03"
86501/"A-061/CENIPA/2015 - 01"
86500/"IG-057/CENIPA/2015 - 01"
86499/"IG-057/CENIPA/2015 - 02"
86497/"A-050/CENIPA/2015 - 01"
86496/"A-050/CENIPA/2015 - 02"
86495/"A-050/CENIPA/2015 - 03"
86494/"A-050/CENIPA/2015 - 04"
86493/"A-050/CENIPA/2015 - 05"
86492/"IG-040/CENIPA/2015 - 01"
86491/"A-024/CENIPA/2015 - 01"
86490/"A-023/CENIPA/2015 - 01"
86489/"A-023/CENIPA/2015 - 02"
86488/"I - 235/CENIPA/2013 ? 001"
86487/"I - 235/CENIPA/2013 ? 002"
86486/"I - 235/CENIPA/2013 ? 003"
86485/"I - 235/CENIPA/2013 ? 004"
86484/"I - 235/CENIPA/2013 ? 005"
86483/"I - 235/CENIPA/2013 ? 006"
86482/"IG-001/CENIPA/2015 - 001"
86481/"IG-001/CENIPA/2015 - 002"
86480/"IG-001/CENIPA/2015 - 003"
86479/"A-005/CENIPA/2015 - 01"
86478/"A-005/CENIPA/2015 - 02"
86477/"A-005/CENIPA/2015 - 03"
86476/"A-007/CENIPA/2015 - 01"
86475/"A-021/CENIPA/2015 - 01"
86474/"A-021/CENIPA/2015 - 02"
86473/"A-212/CENIPA/2014 - 01"
86472/"A-212/CENIPA/2014 - 02"
86471/"A-212/CENIPA/2014 - 03"
86470/"A-010/CENIPA/2014 ? 01"
86469/"A-211/CENIPA/2014 - 01"
86468/"A-205/CENIPA/2014 - 01"
86467/"A-194/CENIPA/2014 - 01"
86466/"I - 215/CENIPA/2015 ? 001"
86465/"I - 215/CENIPA/2015 ? 002"
86464/"I - 215/CENIPA/2015 ? 003"
86463/"I - 215/CENIPA/2015 ? 004"
86462/"I - 215/CENIPA/2015 ? 005"
86461/"IG-176/CENIPA/2014 - 01"
86460/"A-187/CENIPA/2014 - 01"
86459/"A-187/CENIPA/2014 - 02"
86458/"A-187/CENIPA/2014 - 03"
86457/"A-177/CENIPA/2014 - 01"
86456/"A-175/CENIPA/2014-01"
86455/"A-175/CENIPA/2014-02"
86454/"A-170/CENIPA/2014 ? 001"
86453/"A-169/CENIPA/2014 - 01"
86452/"IG-159/CENIPA/2014 - 01"
86451/"A-166/CENIPA/2014 - 001"
86450/"A - 158/CENIPA/2014 - 01"
86449/"IG-153/CENIPA/2015 ? 001"
86448/"A - 155/CENIPA/2014 - 0 1"
86447/"A - 155/CENIPA/2014 - 0 2"
86446/"A - 155/CENIPA/2014 - 0 3"
86445/"A-146/CENIPA/2014-01"
86444/"A-146/CENIPA/2014-02"
86443/"IG-143/CENIPA/2014 - 01"
86442/"A-134/CENIPA/2014 - 01"
86441/"A-134/CENIPA/2014 - 010"
86440/"A-134/CENIPA/2014 - 011"
86439/"A-134/CENIPA/2014 - 012"
86438/"A-134/CENIPA/2014 - 013"
86436/"IG-526/CENIPA/2016 - 01"
86435/"IG-526/CENIPA/2016 - 02"
86434/"IG-117/CENIPA/2014 - 01"
86433/"IG-117/CENIPA/2014 - 02"
86432/"IG-117/CENIPA/2014 - 03"
86431/"A-123/CENIPA/2014 ? 01"
86430/"A-119/CENIPA/2014 - 01"
86429/"A-112/CENIPA/2014-001"
86428/"A-118/CENIPA/2014 - 01"
86427/"CSTOJ  RS 10/206"
86426/"A-109/CENIPA/2014 - 01"
86424/"A-109/CENIPA/2014 - 02"
86423/"A-109/CENIPA/2014 - 03"
86422/"IG-099/CENIPA/2014 - 01"
86421/"IG-098/CENIPA/2014 - 01"
86420/"IG-092/CENIPA/2014 - 01"
86419/"IG-092/CENIPA/2014 - 02"
86418/"IG-092/CENIPA/2014 - 03"
86417/"IG-092/CENIPA/2014 - 04"
86416/"IG-085/CENIPA/2014-01"
86415/"IG-085/CENIPA/2014-02"
86414/"IG-085/CENIPA/2014-03"
86413/"A-103/CENIPA/2014 - 01"
86412/"A-101/CENIPA/2014 - RS 001"
86411/"A-101/CENIPA/2014 - RS 002"
86410/"A-101/CENIPA/2014 - RS 003"
86409/"A-101/CENIPA/2014 - RS 004"
86408/"A-101/CENIPA/2014 - RS 005"
86407/"A-101/CENIPA/2014 - RS 006"
86406/"A - 096/CENIPA/2014  - 02"
86405/"A - 096/CENIPA/2014  - 03"
86404/"A - 096/CENIPA/2014  - 04"
86403/"A-096/CENIPA/2014 - 01"
86402/"A ? 086/CENIPA/2014 - 001"
86401/"I-544/CENIPA/2017 - 05"
86400/"I-544/CENIPA/2017 - 06"
86399/"IG-088/CENIPA/2014 ? 01"
86398/"IG-073/CENIPA/2014 ? 001"
86396/"IG-073/CENIPA/2014 ? 002"
86395/"IG-073/CENIPA/2014 ? 003"
86394/"IG-057/CENIPA/2014 ? 001"
86392/"IG-053/CENIPA/2014 ? 001"
86391/"A-091/CENIPA/2014-01"
86390/"A-091/CENIPA/2014-02"
86389/"A-090/CENIPA/2014 - 01"
86388/"A-090/CENIPA/2014 - 02"
86387/"A-090/CENIPA/2014 - 03"
86386/"A-090/CENIPA/2014 - 04"
86385/"A-090/CENIPA/2014 - 05"
86384/"A-090/CENIPA/2014 - 06"
86383/"A-080/CENIPA/2014 ? 001"
86382/"A-080/CENIPA/2014 ? 002"
86381/"A-065/CENIPA/2014 ? 01"
86380/"A-063/CENIPA/2014 ? 001"
86379/"A-062/CENIPA/2014 ? 001"
86378/"A-062/CENIPA/2014 ? 002"
86377/"IG-049/CENIPA/2014 ? 001"
86376/"A-044/CENIPA/2014 - RSV 001"
86375/"A-031/CENIPA/2014-01"
86374/"A-031/CENIPA/2014-02"
86373/"A-031/CENIPA/2014-03"
86372/"A-025/CENIPA/2014 -  001"
86371/"A - 023/CENIPA/2015 ? 001"
86369/"A - 023/CENIPA/2015 ? 002"
86368/"A - 023/CENIPA/2015 ? 003"
86367/"A - 023/CENIPA/2015 ? 004"
86366/"IG-203/CENIPA/2013 ? 001"
86365/"A-216/CENIPA/2013 - RSV 001"
86364/"A-181/CENIPA/2013 - 01"
86363/"A-213/CENIPA/2013 - 01"
86362/"A-213/CENIPA/2013 - 02"
86361/"A-213/CENIPA/2013 - 03"
86360/"A-213/CENIPA/2013 - 04"
86359/"A-200/CENIPA/2013 ? 001"
86358/"A-193/CENIPA/2013 - 01"
86357/"A-193/CENIPA/2013 - 02"
86356/"A-193/CENIPA/2013 - 03"
86355/"A-193/CENIPA/2013 - 04"
86354/"A-191/CENIPA/2013 - 01"
86353/"A-191/CENIPA/2013 - 02"
86352/"A-191/CENIPA/2013 - 03"
86351/"A-191/CENIPA/2013 - 04"
86350/"A-191/CENIPA/2013 - 05"
86349/"A-191/CENIPA/2013 - 06"
86348/"A-191/CENIPA/2013 - 07"
86347/"A-192/CENIPA/2013 - RSV 001"
86346/"A-169/CENIPA/2013 - RSV 001"
86345/"A-227/CENIPA/2013 - 01"
86344/"A-227/CENIPA/2013 - 02"
86343/"A-225/CENIPA/2013-01"
86342/"A-225/CENIPA/2013-02"
