codigo_ocorrencia,ocorrencia_pais,ocorrencia_cidade,ocorrencia_uf,ocorrencia_classificacao,ocorrencia_longitude,ocorrencia_latitude,ocorrencia_tipo_categoria
87125,BRASIL,JUAZEIRO DO NORTE,CE,INCIDENTE,-3926944444444,-7219166666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87124,BRASIL,UBERLÂNDIA,MG,INCIDENTE,-4822527777777,-1888361111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87123,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87122,BRASIL,SANTA MARIA,RS,INCIDENTE,-5369222222222,-2971083333333,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87121,BRASIL,SÃO JOSÉ DO RIO PRETO,SP,INCIDENTE,-4940694444444,-2081722222222,COLISÃO COM AVE
87118,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,COLISÃO COM AVE
87117,BRASIL,FORTALEZA,CE,INCIDENTE,-3853222222222,-3775833333333,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87116,BRASIL,GUARULHOS,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87115,BRASIL,MACEIÓ,AL,INCIDENTE,-3579166666666,-9510833333333,COLISÃO COM AVE
87114,BRASIL,GOIÂNIA,GO,INCIDENTE,-4922111111111,-166325,OUTROS
87113,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.37,-229875,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87112,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.37,-229875,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87111,BRASIL,PARAUAPEBAS,PA,ACIDENTE,-5091333333333,-6304444444444,EXCURSÃO DE PISTA
87110,BRASIL,SÃO LUÍS,MA,INCIDENTE,-4423611111111,-2586944444444,PERDA DE CONTROLE NO SOLO
87109,BRASIL,SAPEZAL,MT,INCIDENTE,-5891555555555,-1378222222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87108,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87107,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,CONTATO ANORMAL COM A PISTA |
87106,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,CONTATO ANORMAL COM A PISTA |
87105,BRASIL,MANAUS,AM,INCIDENTE,-6005055555555,-3041111111111,COLISÃO COM AVE
87104,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
87103,BRASIL,SERRA GRANDE,PB,ACIDENTE,-3837666666666,-7256111111111,COLISÃO COM AVE
87102,BRASIL,UBERABA,MG,INCIDENTE GRAVE,,,PERDA DE CONTROLE EM VOO
87100,BRASIL,ALTO ALEGRE,RR,INCIDENTE,-6331666666666,27833333333333,INDETERMINADO
87099,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,COLISÃO COM AVE
87098,BRASIL,ARARAQUARA,SP,ACIDENTE,-4813305555555,-2181194444444,COLISÃO COM AVE
87097,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,-4777666666666,-2113638888888,INDETERMINADO
87096,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87095,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,COLISÃO COM AVE
87093,BRASIL,UBERLÂNDIA,MG,INCIDENTE,-4822527777777,-1888361111111,COLISÃO COM AVE
87092,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87091,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87090,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-431625,-22.91,COLISÃO COM AVE
87089,BRASIL,IMPERATRIZ,MA,INCIDENTE,-4745833333333,-5530555555555,COLISÃO COM AVE
87088,BRASIL,MACAÉ,RJ,INCIDENTE,-4176388888888,-2234277777777,COLISÃO COM AVE
87087,BRASIL,CURITIBA,PR,INCIDENTE,-4917611111111,-2553166666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87086,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-431625,-22.91,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87085,BRASIL,RECIFE,PE,INCIDENTE,,,COLISÃO COM AVE
87084,BRASIL,GROSSOS,RN,ACIDENTE,-3721361111111,-4891944444444,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87082,BRASIL,ALTO PARAÍSO DE GOIÁS,GO,ACIDENTE,-4752222222222,-1438888888888,PERDA DE CONTROLE EM VOO
87081,BRASIL,CANTÁ,RR,INCIDENTE,-6059583333333,27872222222222,EXCURSÃO DE PISTA
87080,BRASIL,CANTÁ,RR,INCIDENTE,-6059583333333,27872222222222,PERDA DE CONTROLE NO SOLO
87079,BRASIL,JACAREACANGA,PA,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87078,BRASIL,PALMAS,TO,INCIDENTE,-4835777777777,-10.29,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87077,BRASIL,FORTALEZA,CE,INCIDENTE,-3853222222222,-3775833333333,INDETERMINADO
87076,BRASIL,SÃO PAULO,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87075,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,COLISÃO COM AVE
87073,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,-4777666666666,-2113638888888,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87072,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87071,BRASIL,CASIMIRO DE ABREU,RJ,INCIDENTE,-4205111125,-225125,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87069,BRASIL,ARACAJU,SE,INCIDENTE,-3707333333333,-1098527777777,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87067,BRASIL,MANAUS,AM,INCIDENTE,-6005055555555,-3041111111111,COLISÃO COM AVE
87066,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,COLISÃO COM AVE
87065,BRASIL,FORTALEZA,CE,INCIDENTE,-3853222222222,-3775833333333,TURBULÊNCIA
87064,BRASIL,PORTO MURTINHO,MS,INCIDENTE GRAVE,-5797166666666,-2202138888888,COLISÃO COM AVE
87063,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
87062,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,OUTROS
87061,BRASIL,ORIXIMINÁ,PA,ACIDENTE,-5737638888888,14008333333333,OUTROS
87060,BRASIL,GOIÂNIA,GO,INCIDENTE GRAVE,-4934944444444,-1662555555555,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87059,BRASIL,PORTO ALEGRE DO NORTE,MT,ACIDENTE,-5198055555555,-1061555555555,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87058,BRASIL,CHAPADÃO DO SUL,MS,ACIDENTE,-5296555555555,-19.05,EXCURSÃO DE PISTA
87057,BRASIL,SÃO JOSÉ DO RIO CLARO,MT,ACIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87056,BRASIL,TERRA ROXA,SP,ACIDENTE,-4839583333333,-2078138888888,COLISÃO COM FAUNA
87054,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,EXCURSÃO DE PISTA
87053,BRASIL,NOSSA SENHORA DO LIVRAMENTO,MT,INCIDENTE GRAVE,-5659416666666,-1554555555555,OPERAÇÃO A BAIXA ALTITUDE
87052,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,PERDA DE CONTROLE EM VOO
87051,BRASIL,PORTO VELHO,RO,INCIDENTE,-6390277777777,-8713611111111,COLISÃO NO SOLO
87050,BRASIL,JATAÍ,GO,ACIDENTE,-5165583333333,-1772916666666,COLISÃO COM AVE
87049,BRASIL,NÃO IDENTIFICADA,***,ACIDENTE,,,EXCURSÃO DE PISTA
87048,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,COLISÃO COM AVE
87047,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,COLISÃO COM AVE
87046,BRASIL,PORTO ALEGRE,RS,INCIDENTE,,,EXCURSÃO DE PISTA
87045,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87043,BRASIL,GUIA LOPES DA LAGUNA,MS,INCIDENTE,-5591527777777,-2162972222222,COLISÃO COM AVE
87042,BRASIL,PORTO NACIONAL,TO,INCIDENTE,-4854527777777,-1018277777777,COLISÃO COM AVE
87039,BRASIL,CANTÁ,RR,INCIDENTE,-6059583333333,27872222222222,CORTANTE DE VENTO / TEMPESTADE
87038,BRASIL,ALTO ALEGRE,RR,INCIDENTE,-6318222222222,3545,COLISÃO COM AVE
87037,BRASIL,ARROIO GRANDE,RS,INCIDENTE GRAVE,-5296222222222,-3221111111111,EXCURSÃO DE PISTA
87036,BRASIL,CANTÁ,RR,INCIDENTE GRAVE,-6059583333333,27872222222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87035,BRASIL,CURITIBA,PR,INCIDENTE,-4917611111111,-2553166666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87034,BRASIL,RECIFE,PE,INCIDENTE,-3492277777777,-8126388888888,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87033,BRASIL,GOIÂNIA,GO,INCIDENTE,-4922111111111,-166325,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87032,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-43.37,-229875,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87031,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,COLISÃO COM AVE
87030,BRASIL,CAMPINAS,SP,INCIDENTE,-5142444444444,-22175,COLISÃO COM AVE
87029,BRASIL,BRASÍLIA,DF,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87027,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87026,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,COLISÃO COM AVE
87025,BRASIL,RECIFE,PE,INCIDENTE,-3492277777777,-8126388888888,COLISÃO COM AVE
87024,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87023,BRASIL,CAMPINAS,SP,INCIDENTE,-4713444444444,-2300694444444,COLISÃO COM AVE
87022,BRASIL,IPORÁ,GO,ACIDENTE,-5111361111111,-1651277777777,COLISÃO COM FAUNA
87021,BRASIL,NOVO MUNDO,MT,ACIDENTE,-5544666666666,-9736388888888,COLISÃO COM AVE
87020,BRASIL,CAMPINAS,SP,INCIDENTE,-4713444444444,-2300694444444,COLISÃO COM AVE
87019,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,COLISÃO COM AVE
87018,BRASIL,RECIFE,PE,INCIDENTE,-3492277777777,-8126388888888,EXCURSÃO DE PISTA
87017,BRASIL,MANAUS,AM,INCIDENTE,-6005055555555,-3041111111111,PERDA DE CONTROLE NO SOLO
87016,BRASIL,MACEIÓ,AL,INCIDENTE,-3579166666666,-9510833333333,EXCURSÃO DE PISTA
87013,BRASIL,SANTANA DO PARAÍSO,MG,INCIDENTE,-4248805555555,-1947055555555,PERDA DE CONTROLE NO SOLO
87010,BRASIL,GOIÂNIA,GO,INCIDENTE GRAVE,-4922111111111,-166325,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87009,BRASIL,MARICÁ,RJ,INCIDENTE,-4282888888888,-2291805555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87008,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR
87007,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,COLISÃO COM AVE
87006,BRASIL,CAMPINAS,SP,INCIDENTE,-4713444444444,-2300694444444,COLISÃO COM AVE
87004,BRASIL,EUNÁPOLIS,BA,INCIDENTE GRAVE,-3955944444444,-1629361111111,COLISÃO COM AVE
87003,BRASIL,CAMPINA GRANDE,PB,ACIDENTE,-3599027777777,-7178333333333,OUTROS
87001,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
87000,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-5117111111111,-2999472222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86999,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,COLISÃO COM AVE
86998,BRASIL,PORTO SEGURO,BA,INCIDENTE,-3907777777777,-1643805555555,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86997,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-431625,-22.91,COLISÃO COM FAUNA
86996,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-431625,-22.91,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86995,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,COLISÃO COM AVE
86994,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,COLISÃO COM AVE
86993,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,COLISÃO COM AVE
86991,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,-485525,-2767027777777,COLISÃO COM AVE
86990,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
86989,BRASIL,JOINVILLE,SC,INCIDENTE,-4879777777777,-2622305555555,COLISÃO COM AVE
86988,BRASIL,RONDONÓPOLIS,MT,INCIDENTE,-5472166666666,-1658805555555,COLISÃO COM AVE
86987,BRASIL,GARUVA,SC,INCIDENTE GRAVE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86986,BRASIL,FORTALEZA,CE,INCIDENTE,-3853222222222,-3775833333333,CONTATO ANORMAL COM A PISTA |
86985,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86984,BRASIL,PARAGOMINAS,PA,ACIDENTE,-4797222222222,-3403611111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86983,BRASIL,CABO FRIO,RJ,INCIDENTE,-4207138888888,-2292083333333,EXCURSÃO DE PISTA
86981,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,COLISÃO COM AVE
86980,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86979,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
86978,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
86977,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-5117111111111,-2999472222222,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86976,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-5117111111111,-2999472222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86975,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86974,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86973,BRASIL,NAVEGANTES,SC,INCIDENTE,-4865083333333,-2687861111111,CORTANTE DE VENTO / TEMPESTADE
86972,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
86971,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86969,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,-485525,-2767027777777,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86968,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,INDETERMINADO
86967,BRASIL,SANTA MARIA,RS,INCIDENTE,-5369222222222,-2971083333333,COLISÃO COM AVE
86966,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,INDETERMINADO
86965,BRASIL,NAVEGANTES,SC,INCIDENTE,-4865083333333,-2687861111111,COLISÃO COM AVE
86964,BRASIL,VITÓRIA,ES,INCIDENTE,-4028638888888,-2025805555555,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86962,BRASIL,CAMPINAS,SP,INCIDENTE,-5042638888888,-2114416666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86960,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,COLISÃO COM AVE
86959,BRASIL,SÃO PAULO,SP,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86958,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,COLISÃO COM AVE
86956,BRASIL,BOTUCATU,SP,ACIDENTE,-4846805555555,-2293777777777,COLISÃO COM AVE
86954,BRASIL,TUPANCIRETÃ,RS,ACIDENTE,-5386555555555,-2908555569444,COLISÃO COM AVE
86953,BRASIL,PILAR,AL,ACIDENTE,-3596972222222,-9596944444444,COLISÃO COM AVE
86952,BRASIL,SÃO LUÍS,MA,INCIDENTE,-4423611111111,-2586944444444,COLISÃO COM AVE
86951,BRASIL,CHAPECÓ,SC,INCIDENTE GRAVE,-5265888888888,-2713388888888,CORTANTE DE VENTO / TEMPESTADE
86950,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,COLISÃO COM AVE
86949,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,EXCURSÃO DE PISTA
86948,BRASIL,MARICÁ,RJ,INCIDENTE,-4282888888888,-2291805555555,PERDA DE CONTROLE NO SOLO
86946,BRASIL,VILA VELHA,ES,INCIDENTE,-403325,-2042305555555,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
86945,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86941,BRASIL,GOIÂNIA,GO,INCIDENTE,-4922111111111,-166325,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86940,BRASIL,SINOP,MT,INCIDENTE,-5551472222222,-1187555555555,EXCURSÃO DE PISTA
86939,BRASIL,GUARAPARI,ES,INCIDENTE,,,COLISÃO COM AVE
86938,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86937,BRASIL,CAMPINAS,SP,INCIDENTE,-4713444444444,-2300694444444,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86936,BRASIL,CURITIBA,PR,INCIDENTE,-4917611111111,-2553166666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86935,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86934,BRASIL,CURITIBA,PR,INCIDENTE,-4917611111111,-2553166666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86933,BRASIL,BRASÍLIA,DF,INCIDENTE,-4397194444444,-1962444444444,OUTROS
86931,BRASIL,CUIABÁ,MT,INCIDENTE,-561175,-15.65,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86929,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86928,BRASIL,CAMPINAS,SP,INCIDENTE,-4713444444444,-2300694444444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86925,BRASIL,CASCAVEL,PR,INCIDENTE,,,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86924,BRASIL,GUARULHOS,SP,INCIDENTE,-4665638888888,-2362611111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86923,BRASIL,PIRENÓPOLIS,GO,INCIDENTE GRAVE,-4894888888888,-1583694444444,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86922,BRASIL,ÁGUAS DE CHAPECÓ,SC,INCIDENTE,-5265888888888,-2713388888888,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86921,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86920,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86918,BRASIL,TEFÉ,AM,INCIDENTE,-6472527777777,-3380277777777,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86917,BRASIL,RONDONÓPOLIS,MT,ACIDENTE,-5477027777777,-1648388888888,CORTANTE DE VENTO / TEMPESTADE
86916,BRASIL,GOIÂNIA,GO,INCIDENTE,NULL,NULL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86914,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,PERDA DE CONTROLE EM VOO
86913,BRASIL,FOZ DO IGUAÇU,PR,INCIDENTE,-54485,-2560027777777,COLISÃO COM AVE
86912,BRASIL,SANTA MARIA DA BOA VISTA,PE,ACIDENTE,-39695,-8642777777777,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86911,BRASIL,CANÁPOLIS,MG,ACIDENTE,-4900666666666,-1881083333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86910,BRASIL,BOA VISTA,RR,INCIDENTE,-6084916666666,27013888888889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86909,BRASIL,TEFÉ,AM,INCIDENTE,-6472527777777,-3380277777777,VOO CONTROLADO CONTRA O TERRENO
86908,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,
86907,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86906,BRASIL,SÃO JOSÉ DO RIO PRETO,SP,INCIDENTE,-4940694444444,-2081722222222,CONTATO ANORMAL COM A PISTA |
86905,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,PERDA DE CONTROLE EM VOO
86904,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-5117111111111,-2999472222222,OPERAÇÃO A BAIXA ALTITUDE
86903,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,COLISÃO COM AVE
86902,BRASIL,CURITIBA,PR,INCIDENTE,-4917611111111,-2553166666666,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86901,BRASIL,FORTALEZA,CE,INCIDENTE,-3853222222222,-3775833333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86898,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,CONTATO ANORMAL COM A PISTA |
86897,BRASIL,VITÓRIA,ES,INCIDENTE,-4028638888888,-2025805555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86896,BRASIL,PORTO SEGURO,BA,INCIDENTE,-3907777777777,-1643805555555,CONTATO ANORMAL COM A PISTA |
86895,BRASIL,VOTUPORANGA,SP,INCIDENTE GRAVE,-500025,-2045722222222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86894,BRASIL,ARAGUAÍNA,TO,INCIDENTE GRAVE,-4824083333333,-7228333333333,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86893,BRASIL,MIGUELÓPOLIS,SP,ACIDENTE,-4826388888888,-2018055555555,COLISÃO COM AVE
86891,BRASIL,RIBEIRÃO PRETO,SP,INCIDENTE,-4777666666666,-2113638888888,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86890,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86889,BRASIL,FORTALEZA,CE,INCIDENTE,-3853222222222,-3775833333333,CONTATO ANORMAL COM A PISTA |
86888,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86887,BRASIL,CAMPINAS,SP,INCIDENTE,-4713444444444,-2300694444444,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86886,BRASIL,SÃO PAULO,SP,INCIDENTE,-4665638888888,-2362611111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86885,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86882,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,OPERAÇÃO A BAIXA ALTITUDE
86881,BRASIL,SALVADOR,BA,INCIDENTE,-383225,-1290861111111,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86880,BRASIL,NOVA MARINGÁ,MT,ACIDENTE,-572575,-12255,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86879,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-4325055555555,-22.81,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86878,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86877,BRASIL,CONFINS,MG,INCIDENTE,-4397194444444,-1962444444444,FALHA OU MAU FUNCIONAMENTO DO MOTOR
86876,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86875,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
86874,BRASIL,BRASÍLIA,DF,INCIDENTE,-4791861111111,-1587111111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
