codigo_ocorrencia,ocorrencia_pais,ocorrencia_cidade,ocorrencia_uf,ocorrencia_classificacao,ocorrencia_longitude,ocorrencia_latitude,ocorrencia_tipo_categoria
77698,BRASIL,CAMAPUÃ,MS,ACIDENTE,-54013333333,-19592777777,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
77697,BRASIL,ITAITUBA,PA,ACIDENTE,-56838611111,-68416666667,OPERAÇÃO A BAIXA ALTITUDE
77696,BRASIL,ITAITUBA,PA,ACIDENTE,-56842777777,-68380555556,COLISÃO COM AVE
77695,BRASIL,BRASÍLIA,DF,INCIDENTE GRAVE,-47920833333,-15869166666,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77694,BRASIL,SÃO PAULO,SP,INCIDENTE,-46.65,-23.62,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77693,BRASIL,TANGARÁ DA SERRA,MT,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77691,BRASIL,BRASILÂNDIA,MS,ACIDENTE,-52.62,-20715,INDETERMINADO
77690,BRASIL,RIO BRANCO,AC,ACIDENTE,-677125,-10017222222,PERDA DE CONTROLE EM VOO
77689,BRASIL,JUARA,MT,INCIDENTE GRAVE,-57190277777,-11113611111,OPERAÇÃO A BAIXA ALTITUDE
77688,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE GRAVE,***,***,COLISÃO COM AVE
77687,BRASIL,PENÁPOLIS,SP,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77686,BRASIL,GARIBALDI,RS,ACIDENTE,-5153222222,-2926833333,IMC NÃO INTENCIONAL
77685,BRASIL,ITAPETININGA,SP,ACIDENTE,-48175,-23583055555,OPERAÇÃO A BAIXA ALTITUDE
77684,BRASIL,ARROIO GRANDE,RS,ACIDENTE,-5277944444,-3214972222,PERDA DE CONTROLE EM VOO
77682,BRASIL,BELÉM,PA,INCIDENTE,-484.788.888.88,-13847222222,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77680,BRASIL,PORTO UNIÃO,SC,ACIDENTE,-5102583333,-262675,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77679,BRASIL,PASSO FUNDO,RS,ACIDENTE,-5252972222,-2832527778,EXCURSÃO DE PISTA
77678,BRASIL,RECIFE,PE,ACIDENTE,-3487833333,-808805556,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77676,BRASIL,BELÉM,PA,INCIDENTE,-484.788.888.88,-13847222222,EXCURSÃO DE PISTA
77675,BRASIL,ARROIO GRANDE,RS,ACIDENTE,-5278083333,-3206444444,OUTROS
77673,BRASIL,PASSO FUNDO,RS,INCIDENTE GRAVE,-5232833333333,-2824416666666,EXCURSÃO DE PISTA
77672,BRASIL,FORMOSA DO RIO PRETO,BA,ACIDENTE,-460269444,-115991666,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO
77670,BRASIL,ITAITUBA,PA,ACIDENTE,***,***,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO
77667,BRASIL,RIBEIRÃO CASCALHEIRA,MT,ACIDENTE,-513.833.333.33,-12.6,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77666,BRASIL,MATA,RS,ACIDENTE,-5434666667,-2957333333,OUTROS | VAZAMENTO DE OUTROS FLUIDOS
77663,BRASIL,INACIOLÂNDIA,GO,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77661,BRASIL,VITÓRIA,ES,INCIDENTE,-4028638888888,-2025805555555,OUTROS | F.O.D.
77660,BRASIL,SÃO DESIDÉRIO,BA,ACIDENTE,-46251944444,-13116944444,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77657,BRASIL,ITABELA,BA,ACIDENTE,-395269444,-1668500,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77656,BRASIL,CAMPO GRANDE,MS,INCIDENTE,***,***,EXCURSÃO DE PISTA
77653,BRASIL,VILA VELHA,ES,ACIDENTE,***,***,INDETERMINADO
77650,BRASIL,JUIZ DE FORA,MG,ACIDENTE,-4334444444444,-2168888888888,VOO CONTROLADO CONTRA O TERRENO
77649,BRASIL,QUATRO IRMÃOS,RS,ACIDENTE,-5251305556,-2790361111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM ROTOR
77643,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,OPERAÇÃO A BAIXA ALTITUDE
77642,BRASIL,LINHARES,ES,ACIDENTE,***,***,PERDA DE CONTROLE EM VOO
77641,BRASIL,VITÓRIA DA CONQUISTA,BA,INCIDENTE,***,***,EXCURSÃO DE PISTA
77640,BRASIL,AQUIRAZ,CE,ACIDENTE,-38368611111,-39280555556,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77639,BRASIL,DOM PEDRITO,RS,ACIDENTE,-54621666,-310225,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77638,BRASIL,DOM PEDRITO,RS,ACIDENTE,-54621666,-310225,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE
77637,BRASIL,BENTO GONÇALVES,RS,INCIDENTE,-5155916667,-2917138889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77636,BRASIL,JUNDIAÍ,SP,ACIDENTE,-46.94,-23.19,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
77632,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,OUTROS
77631,BRASIL,BELO HORIZONTE,MG,INCIDENTE,-439.505.555.55,-198.519.444.44,COMBUSTÍVEL
77630,BRASIL,SÃO LOURENÇO DO SUL,RS,ACIDENTE,-51865,-3119388889,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO
77627,BRASIL,LONDRINA,PR,INCIDENTE,-5113666667,-2333027778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77622,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-432.505.555.55,-22.81,PERDA DE CONTROLE NO SOLO
77617,BRASIL,CAMPO GRANDE,MS,INCIDENTE,***,***,OPERAÇÃO A BAIXA ALTITUDE
77616,BRASIL,PORTO SEGURO,BA,INCIDENTE GRAVE,***,***,OUTROS | POUSO EM LOCAL NÃO PREVISTO
77614,BRASIL,GUARULHOS,SP,INCIDENTE,-4647305555555,-2343555555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77612,BRASIL,ITAPEMA,SC,ACIDENTE,-4864694444,-27.12,EXCURSÃO DE PISTA
77610,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE GRAVE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77608,BRASIL,ARROIO GRANDE,RS,INCIDENTE GRAVE,-5289888889,-3217611111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77607,BRASIL,PORTO SEGURO,BA,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77603,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77602,BRASIL,MANAUS,AM,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77595,BRASIL,VILA VELHA,ES,INCIDENTE GRAVE,***,***,INDETERMINADO
77594,BRASIL,UBERLÂNDIA,MG,INCIDENTE,-482.252.777.77,-188.836.111.11,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77587,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-432.505.555.55,-22.81,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
77586,BRASIL,SÃO PAULO,SP,INCIDENTE,-466.341.666.66,-235.069.444.44,EXCURSÃO DE PISTA
77581,BRASIL,MONTES CLAROS,MG,INCIDENTE GRAVE,-438.105.555.55,-167025,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77580,BRASIL,LENÇÓIS,BA,INCIDENTE,***,***,IMC NÃO INTENCIONAL
77576,BRASIL,SÃO FRANCISCO DE SALES,MG,ACIDENTE,-49773888888,-19862777777,VOO CONTROLADO CONTRA O TERRENO
77575,BRASIL,JUARA,MT,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77573,BRASIL,GOIÂNIA,GO,INCIDENTE,***,***,OUTROS | POUSO EM LOCAL NÃO PREVISTO
77572,BRASIL,ITAÍ,SP,ACIDENTE,-488.633.333.33,-235.702.777.77,INDETERMINADO
77571,BRASIL,GOIÂNIA,GO,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77569,BRASIL,ARAPONGAS,PR,INCIDENTE,***,***,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
77568,BRASIL,PEDRALVA,MG,INCIDENTE GRAVE,-454.658.333.33,-222.427.777.77,OPERAÇÃO A BAIXA ALTITUDE
77565,BRASIL,VÁRZEA GRANDE,MT,INCIDENTE GRAVE,***,***,PERDA DE CONTROLE EM VOO
77562,BRASIL,PERDIZES,MG,ACIDENTE,***,***,EXCURSÃO DE PISTA
77556,BRASIL,SÃO JOSÉ DOS PINHAIS,PR,INCIDENTE,-4917611111,-2553166667,OUTROS | F.O.D.
77554,BRASIL,SANTARÉM,PA,ACIDENTE,***,***,OPERAÇÃO A BAIXA ALTITUDE
77553,BRASIL,BELO HORIZONTE,MG,INCIDENTE,-439.505.555.55,-198.519.444.44,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
77552,BRASIL,MARITUBA,PA,INCIDENTE,-483.519.444.44,-13088888889,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
77550,BRASIL,LONDRINA,PR,INCIDENTE,***,***,OUTROS | F.O.D.
77544,BRASIL,SÃO SEBASTIÃO DA BOA VISTA,PA,ACIDENTE,-495.836.111.11,-14902777778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77542,BRASIL,PETROLINA,PE,ACIDENTE,***,***,PERDA DE CONTROLE EM VOO
77537,BRASIL,JOINVILLE,SC,INCIDENTE,-4879777778,-2622305556,EXCURSÃO DE PISTA
77536,BRASIL,SÃO JOSÉ DOS CAMPOS,SP,INCIDENTE,-458.711.111.11,-232.288.888.88,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77535,BRASIL,SÃO JOSÉ DOS CAMPOS,SP,INCIDENTE,-458.711.111.11,-232.288.888.88,OUTROS | F.O.D.
77524,BRASIL,LONDRINA,PR,INCIDENTE,-5113666667,-2333027778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77522,BRASIL,CARACARAÍ,RR,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | FALHA ESTRUTURAL
77521,BRASIL,CATALÃO,GO,INCIDENTE GRAVE,-479.013.888.88,-182.169.444.44,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77515,BRASIL,GUARULHOS,SP,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO
77513,BRASIL,SÃO JOSÉ DOS PINHAIS,PR,INCIDENTE,-4917611111,-2553166667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77510,BRASIL,BELO HORIZONTE,MG,INCIDENTE,***,***,AERÓDROMO
77507,BRASIL,CURITIBA,PR,INCIDENTE,-4923361111,-2540333333,INDETERMINADO
77505,BRASIL,NOVO HAMBURGO,RS,ACIDENTE,-510825,-297025,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77504,BRASIL,BELO HORIZONTE,MG,INCIDENTE,-439.891.666.66,-199.091.666.66,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL
77503,BRASIL,PATOS DE MINAS,MG,INCIDENTE,***,***,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
77502,BRASIL,MUCURI,BA,INCIDENTE GRAVE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77501,BRASIL,GUARULHOS,SP,INCIDENTE,***,***,OUTROS | POUSO EM LOCAL NÃO PREVISTO
77500,BRASIL,SANTO ANTÔNIO DO LEVERGER,MT,ACIDENTE,-560.880.555.55,-158525,COMBUSTÍVEL | PANE SECA
77498,BRASIL,SÃO PAULO,SP,INCIDENTE,-467.369.444.44,-235.466.666.66,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77495,BRASIL,FEIJÓ,AC,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77494,BRASIL,ARARAQUARA,SP,INCIDENTE,-481.402.777.77,-218.044.444.44,OUTROS | POUSO EM LOCAL NÃO PREVISTO
77492,BRASIL,VITÓRIA,ES,INCIDENTE,***,***,OPERAÇÕES NO SOLO
77487,BRASIL,CURITIBA,PR,ACIDENTE,-4923333333,-2540194444,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
77483,BRASIL,BRAGANÇA PAULISTA,SP,INCIDENTE,***,***,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
77475,BRASIL,BELTERRA,PA,ACIDENTE,***,***,EXCURSÃO DE PISTA
77474,BRASIL,SÃO LUÍS DE MONTES BELOS,GO,ACIDENTE,-5041888888888,-1654861111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77470,BRASIL,FORMOSA,GO,ACIDENTE,***,***,OUTROS | SOPRO DE REATOR
77454,BRASIL,SÃO JOSÉ DOS CAMPOS,SP,ACIDENTE,-458.711.111.11,-232.288.888.88,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77452,BRASIL,SÃO JOSÉ DO RIO PRETO,SP,ACIDENTE,-49.40,-20.81,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77450,BRASIL,LUCAS DO RIO VERDE,MT,ACIDENTE,***,***,PERDA DE CONTROLE EM VOO
77449,BRASIL,LONDRINA,PR,INCIDENTE,-5113666667,-2333027778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77447,BRASIL,ITAITUBA,PA,ACIDENTE,***,***,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
77446,BRASIL,SÃO PAULO,SP,INCIDENTE,-466.563.888.88,-236.261.111.11,IMC NÃO INTENCIONAL
77441,BRASIL,ATIBAIA,SP,ACIDENTE,***,***,PERDA DE CONTROLE EM VOO
77439,BRASIL,CAMPINAS,SP,ACIDENTE,-4245888888888,-2185916666666,OPERAÇÃO A BAIXA ALTITUDE
77438,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-432.505.555.55,-22.81,PERDA DE CONTROLE EM VOO
77437,BRASIL,PORTO SEGURO,BA,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77431,BRASIL,MARINGÁ,PR,INCIDENTE GRAVE,-5201222222,-2347361111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77429,BRASIL,BONFIM,RR,ACIDENTE,***,***,EXCURSÃO DE PISTA
77424,BRASIL,NOVO AIRÃO,AM,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE
77421,BRASIL,BELO HORIZONTE,MG,INCIDENTE,-439.505.555.55,-198.519.444.44,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
77414,BRASIL,SÃO JOSÉ DOS PINHAIS,PR,INCIDENTE,-4917611111,-2553166667,FALHA OU MAU FUNCIONAMENTO DO MOTOR
77413,BRASIL,PONTA PORÃ,MS,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77410,BRASIL,RIO NEGRINHO,SC,ACIDENTE,-495075,-2624777778,TURBULÊNCIA
77407,BRASIL,ITAITUBA,PA,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77404,BRASIL,PORTO ALEGRE,RS,INCIDENTE GRAVE,-5125166667,-3009444444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77402,BRASIL,BELO HORIZONTE,MG,INCIDENTE,-439.505.555.55,-198.519.444.44,EXCURSÃO DE PISTA
77401,BRASIL,LONDRINA,PR,INCIDENTE,-5131222222,-2284694444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77399,BRASIL,LONDRINA,PR,INCIDENTE,-5113666667,-2333027778,FALHA OU MAU FUNCIONAMENTO DO MOTOR
77398,BRASIL,ALTAMIRA,PA,ACIDENTE,***,***,AERÓDROMO
77395,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,***,***,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO
77394,BRASIL,ENTRE-IJUÍS,RS,INCIDENTE,-543475,-2845777778,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
77391,BRASIL,ALTO PARAÍSO DE GOIÁS,GO,ACIDENTE,***,***,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO
77388,BRASIL,SÃO PAULO,SP,INCIDENTE,-466.338.888.88,-235.066.666.66,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77386,BRASIL,BARÃO,RS,ACIDENTE,-5142833333,-2940722222,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO
77378,BRASIL,JUIZ DE FORA,MG,INCIDENTE GRAVE,-4338555555555,-2179305555555,INDETERMINADO
77377,BRASIL,VITÓRIA,ES,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77375,BRASIL,MOSTARDAS,RS,INCIDENTE GRAVE,-510275,-3124361111,PERDA DE CONTROLE EM VOO
77371,BRASIL,CANUTAMA,AM,ACIDENTE,***,***,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
77368,BRASIL,MARINGÁ,PR,INCIDENTE,-5201222222,-2347944444,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77364,BRASIL,MONTES CLAROS,MG,INCIDENTE,-438.219.444.44,-167.061.111.11,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77360,BRASIL,BOA VISTA DA APARECIDA,PR,ACIDENTE,-5340888889,-2544916667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77357,BRASIL,SALVADOR,BA,INCIDENTE,***,***,OUTROS
77354,BRASIL,GOIÁS,GO,ACIDENTE,-5020027777777,-1593583333333,COLISÃO COM AVE
77353,BRASIL,ORÓS,CE,ACIDENTE,-3897222222,-633250000,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77352,BRASIL,MONTES CLAROS,MG,INCIDENTE,-438.219.444.44,-167.061.111.11,EXCURSÃO DE PISTA
77351,BRASIL,RESTINGA SECA,RS,ACIDENTE,-5339416667,-2973111111,OUTROS | POUSO EM LOCAL NÃO PREVISTO
77349,BRASIL,JI-PARANÁ,RO,ACIDENTE,-61846666666,-10870555555,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77348,BRASIL,RIO BRANCO,AC,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77345,BRASIL,IGARASSU,PE,ACIDENTE,-34.85,-78213888889,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77338,BRASIL,FLORESTÓPOLIS,PR,INCIDENTE,-5090333333,-2219916667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77337,BRASIL,JOÃO PESSOA,PB,INCIDENTE GRAVE,***,***,CONTATO ANORMAL COM A PISTA |
77333,BRASIL,ITÁPOLIS,SP,ACIDENTE,-488.683.333.33,-216.269.444.44,EXCURSÃO DE PISTA
77331,BRASIL,NOVA XAVANTINA,MT,INCIDENTE GRAVE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77329,BRASIL,SÃO PAULO,SP,INCIDENTE,***,***,EXCURSÃO DE PISTA
77327,BRASIL,BOM JESUS,RN,INCIDENTE,-44.79,-92561111111,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77324,BRASIL,SANTARÉM,PA,ACIDENTE,-54715,-25436111111,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO
77323,BRASIL,VITÓRIA,ES,INCIDENTE,***,***,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
77322,BRASIL,ARANDU,SP,ACIDENTE,***,***,INCURSÃO EM PISTA
77320,BRASIL,FOZ DO IGUAÇU,PR,INCIDENTE GRAVE,-54485,-256.002.777.77,PERDA DE CONTROLE NO SOLO
77316,BRASIL,SÃO PAULO,SP,ACIDENTE,-466.369.444.44,-235.097.222.22,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
77315,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,-432.505.555.55,-22.81,CORTANTE DE VENTO / TEMPESTADE
77314,BRASIL,RIO DE JANEIRO,RJ,INCIDENTE,***,***,EXCURSÃO DE PISTA
77312,BRASIL,CARATINGA,MG,INCIDENTE,***,***,EXCURSÃO DE PISTA
77311,BRASIL,TABATINGA,AM,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77307,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-5117111111,-2999388889,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77306,BRASIL,ITAITUBA,PA,ACIDENTE,-5604750,-457250,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77304,BRASIL,ARARI,MA,ACIDENTE,-448.072.222.22,-35091666667,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO
77303,BRASIL,SÃO JOSÉ DOS PINHAIS,PR,INCIDENTE,-4917611111,-2553166667,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77301,BRASIL,UBARANA,SP,ACIDENTE,-49.79,-21.25,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77299,BRASIL,SÃO DESIDÉRIO,BA,ACIDENTE,-460.269.444.44,-131.019.444.44,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77298,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,-485525,-2767027778,VOO CONTROLADO CONTRA O TERRENO
77297,BRASIL,CORRENTINA,BA,INCIDENTE GRAVE,***,***,EXCURSÃO DE PISTA
77296,BRASIL,LONDRINA,PR,INCIDENTE,-5113666667,-2333027778,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77294,BRASIL,SÃO PAULO,SP,INCIDENTE,-466.563.888.88,-236.261.111.11,OUTROS | COM PESSOAL EM VOO
77289,BRASIL,VITÓRIA DA CONQUISTA,BA,INCIDENTE,***,***,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
77288,BRASIL,CURITIBA,PR,INCIDENTE,-4923361111,-2540333333,EXCURSÃO DE PISTA
77285,BRASIL,PORTO ALEGRE,RS,INCIDENTE,-5117111111,-2999388889,POUSO AQUÉM/ALÉM DA PISTA | POUSO ANTES DA PISTA
77281,BRASIL,SÃO PAULO,SP,INCIDENTE GRAVE,***,***,OUTROS | POUSO EM LOCAL NÃO PREVISTO
77278,BRASIL,MARINGÁ,PR,ACIDENTE,-5201222222,-2347944444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77277,BRASIL,PARÁ DE MINAS,MG,INCIDENTE GRAVE,-446.011.111.11,-198.427.777.77,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77276,BRASIL,BRASÍLIA,DF,INCIDENTE GRAVE,-479.161.111.11,-158625,EXCURSÃO DE PISTA
77271,BRASIL,TUCUMÃ,PA,ACIDENTE,-514.402.777.77,-65402777778,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA
77267,BRASIL,ELDORADO,MS,ACIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
77265,BRASIL,TELÊMACO BORBA,PR,ACIDENTE,-506475,-24.29,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM
77264,BRASIL,PIRACICABA,SP,ACIDENTE,-476.194.444.44,-227.105.555.55,OUTROS | PERDA DA CONSCIÊNCIA
77259,BRASIL,NAVEGANTES,SC,ACIDENTE,-4865083333,-2687861111,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO
77258,BRASIL,BELO HORIZONTE,MG,INCIDENTE,***,***,INDETERMINADO
77257,BRASIL,FORTALEZA,CE,INCIDENTE,***,***,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO
77256,BRASIL,FLORIANÓPOLIS,SC,INCIDENTE,-485525,-2767027778,INDETERMINADO
77255,BRASIL,SÃO FÉLIX DO XINGU,PA,ACIDENTE,-520225,-6321388888888,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77252,BRASIL,NOVA BANDEIRANTES,MT,ACIDENTE,***,***,CONTATO ANORMAL COM A PISTA |
77251,BRASIL,BAEPENDI,MG,ACIDENTE,-448.916.666.66,-219.947.222.22,FALHA OU MAU FUNCIONAMENTO DO MOTOR
77250,BRASIL,BARREIRAS,BA,INCIDENTE,***,***,FORMAÇÃO DE GELO
77249,BRASIL,ERECHIM,RS,INCIDENTE GRAVE,-5226916667,-2766472222,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU
77248,BRASIL,GOIÂNIA,GO,INCIDENTE GRAVE,***,***,COLISÃO COM FAUNA
77247,BRASIL,SÃO PAULO,SP,INCIDENTE,-466.563.888.88,-236.261.111.11,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO
